"","ensembl_transcript_id","external_transcript_id","con1_ExpCounts","con2_ExpCounts","mic1_ExpCounts","mic2_ExpCounts","mic3_ExpCounts"
"25","ENSRNOT00000000083","TMED5_RAT",4.63297028695114,4.74142457832398,5.05407435088275,5.15183829115888,4.86899058567937
"26","ENSRNOT00000000086","Mtf2",2.4271072892907,2.42824530798114,3.22525222282279,3.29505534719858,3.53796329693086
"27","ENSRNOT00000000088","D3ZY26_RAT",4.11879543115864,2.54964112937834,3.4456740822581,3.02441313444708,2.96184139347224
"28","ENSRNOT00000000092","LOC305633",3.79075160065049,3.42861408477277,3.41196555172938,3.40636823165519,3.35146269896256
"29","ENSRNOT00000000095","F1LT77_RAT",0.361685476760475,1.24974824682058,3.53022389415885,3.66036414189208,3.78562260314645
"30","ENSRNOT00000000101","Rfxap",2.52358232805419,3.11818546632726,3.4838842456934,3.47794491391217,3.60212120649452
"31","ENSRNOT00000000106","F1LTD0_RAT",5.32415043700817,5.24950209046593,5.66400674090403,5.71227592856152,5.73723910613129
"32","ENSRNOT00000000107","NHRF3_RAT",4.03943610549153,4.95039148107803,4.58744168490751,4.75874087997121,4.77933721468817
"33","ENSRNOT00000000110","Zfp364",0.69072478531628,0.0230153791576562,2.43513521487534,2.06971264784393,2.52016223337522
"34","ENSRNOT00000000116","Thoc3",4.13415658411274,4.22276668250811,5.12888479077473,5.28703556857594,5.12334851263125
"35","ENSRNOT00000000117","Cplx2",-0.128401378823492,-1.95556900709184,0.850495743938196,1.09708904195961,0.295569065310338
"36","ENSRNOT00000000120","Aga",4.60016029026526,4.66445446350306,5.87254880672268,5.70140273627258,6.11614883508043
"37","ENSRNOT00000000123","RGD1565675",1.37216110081971,1.1734669954574,2.60585842172326,2.50642464442321,2.84844380833163
"38","ENSRNOT00000000124","Zfp828",4.07966137121861,3.60374293124832,4.19603442866805,4.46065699985057,3.73205371033348
"39","ENSRNOT00000000125","Elac1",2.47615108608695,1.83122313309718,2.36392374881698,2.73495377083984,2.37542736819331
"40","ENSRNOT00000000132","Tceb1",4.26550834213636,4.32007775160201,5.61263713832092,5.67663422569448,6.0283154047453
"41","ENSRNOT00000000133","Pigv",1.99398591945431,2.17434685340374,3.21472262397783,3.90042663029494,3.5047816848884
"42","ENSRNOT00000000134","KAD2_RAT",7.27447799977461,7.22326304976634,7.23668258934705,7.31197218909316,7.11683345184045
"43","ENSRNOT00000000135","D3ZB80_RAT",2.83690594046687,2.74097922876767,4.54868668131355,4.46033455540266,4.3335455988174
"44","ENSRNOT00000000139","F1LT58_RAT",3.80493043230735,3.92573634057534,4.60048262010517,4.77780918263609,4.49376357823144
"45","ENSRNOT00000000146","Txndc15",5.42439168531518,5.41483077195984,5.75756187259671,5.849105429465,5.87994052700185
"46","ENSRNOT00000000149","Ly86",1.88924151599327,1.64344115497421,3.37461549888157,3.007916424382,3.89458744811334
"47","ENSRNOT00000000155","Plxdc2",-0.653153930340862,0.720306130841131,1.80870851043621,1.9674135620761,1.70139336122183
"48","ENSRNOT00000000157","Pik3r3",-0.653153930340862,0.171705668126884,0.737346891702935,0.957840169608299,0.949826479741687
"49","ENSRNOT00000000161","Mast2",4.35796866935025,4.24811239857465,5.87856482204369,6.40340194656469,5.98465701340124
"50","ENSRNOT00000000162","LOC100364233",4.68082726846164,4.67430331449852,5.08908487325388,5.34407536693291,5.21851923453587
"51","ENSRNOT00000000163","Ldlrap1",4.58905568757401,4.50251730572814,5.13713295644334,5.17752701249733,5.01361144647171
"52","ENSRNOT00000000168","Cog3",3.4538150501044,3.50786047890056,4.32890073747811,4.81343975931738,4.35803019175889
"53","ENSRNOT00000000169","Megf6",0.363772016443789,0.246494136926521,1.56522309002447,1.56751083021528,1.34929603216994
"54","ENSRNOT00000000170","Atg12",4.94422025513868,5.13295621409832,5.99268241630079,5.96232678689049,5.82072707464082
"55","ENSRNOT00000000172","Cdo1",9.35740505911582,9.60196319890802,6.24053112647569,5.95316645671153,6.72778933163673
"56","ENSRNOT00000000174","Chm",3.51376683372302,3.18859656799863,4.61288556677269,4.61932036454965,4.341210436787
"57","ENSRNOT00000000177","Lamp2",8.19831613505457,8.10315831826506,8.72948495547364,8.68028317058533,9.06299110789019
"58","ENSRNOT00000000180","F1LVW9_RAT",1.47225431601443,2.20184418576249,-1.70380573247307,-0.39319526938029,-1.94899844049227
"59","ENSRNOT00000000181","Gatm",1.95990915758811,1.83122313309718,1.78042717675758,1.77340473989485,1.66180207943748
"60","ENSRNOT00000000184","Slc30a4",5.04009435968071,5.27881521320812,5.94181220933608,6.02511029479156,5.85930517381351
"61","ENSRNOT00000000191","F1LVW6_RAT",1.62793412613584,-0.0765351314285912,2.73452346738414,2.72253091973576,2.40090148144906
"62","ENSRNOT00000000193","Ppap2c",3.57132637646617,2.99785147094597,5.93331189072084,6.00103778603984,5.77016937439579
"63","ENSRNOT00000000199","Jrk",3.06241017471172,2.93369854118373,4.25364414327648,4.01901819250326,3.96946648466397
"64","ENSRNOT00000000200","Tmprss6",8.57300184996657,8.62137050639476,7.47524874665886,7.37350053196051,7.41080076591514
"65","ENSRNOT00000000201","Mpst",6.28369251065722,6.29331801249317,5.91381798477831,5.82426233822072,5.7771572437166
"66","ENSRNOT00000000203","Csf2rb",2.9626893456457,2.74097922876767,6.0868724942623,5.88166607947315,5.40691893385204
"67","ENSRNOT00000000206","F1LPY5_RAT",5.34079690092676,5.19915813343912,5.80395971916242,6.00535417242767,5.18050062656698
"68","ENSRNOT00000000211","Vwa5a",5.00668460206503,5.0412146934346,7.15938189686083,6.81149246668573,7.04568269415177
"69","ENSRNOT00000000222","D3ZF34_RAT",4.56568064638299,4.76488972298601,5.79481643001887,5.82553974186724,5.70560971391174
"70","ENSRNOT00000000231","Klf11",2.9278561817248,2.1067147756565,4.59558071049192,4.11227144016719,3.62247600372268
"71","ENSRNOT00000000239","Abhd5",5.23078173857054,5.13645168413186,4.90813359778968,5.09252806847482,4.88197069703065
"72","ENSRNOT00000000246","D3ZF16_RAT",4.57786494794308,3.83785514403702,5.03923210302085,5.04618427938263,4.85264343370763
"73","ENSRNOT00000000247","D3ZF15_RAT",-0.128401378823492,-2.54825191510731,0.866727916029143,1.44874528308431,-2.54825191510731
"74","ENSRNOT00000000252","D3ZEK1_RAT",3.34488172706818,2.75199602506689,3.44900201897444,-2.54825191510731,-2.54825191510731
"75","ENSRNOT00000000253","Zfp207",5.36156687674931,5.18637880997837,6.18330301250535,6.41249774840047,6.45676958090073
"76","ENSRNOT00000000254","RGD1310429",2.83690594046687,2.70299554138656,2.72994624033934,3.22085466799028,2.53732899213927
"77","ENSRNOT00000000256","Ccl7",-2.54825191510731,-1.95556900709184,4.10203755449688,3.65203051650297,4.35182349395028
"78","ENSRNOT00000000258","Aatf",2.56950368948836,3.01205636160168,4.62371105622424,4.67217823410042,4.66883933092873
"79","ENSRNOT00000000260","RGD1562272",0.808765995555713,0.720306130841131,1.49734124144194,1.68785416865854,1.53605954529467
"80","ENSRNOT00000000263","AMZ2_RAT",4.47303892188021,4.20928145652633,5.39137516365074,5.43552628727852,5.30789463158953
"81","ENSRNOT00000000264","D3ZEI8_RAT",1.5198117531841,1.86084950774993,3.82450311634137,3.95591737065805,4.00936687670041
"82","ENSRNOT00000000266","RGD1306284",2.56950368948836,2.60341631468845,2.78735206795264,2.53119799950034,3.41820807379102
"83","ENSRNOT00000000274","Smpd3",3.76137549081062,3.39327186957376,3.42115390945386,3.68552149241408,3.16580798825909
"84","ENSRNOT00000000275","Prmt7",3.53706694359996,3.60106054182711,5.04221279333203,5.10512314119114,5.20480992646725
"85","ENSRNOT00000000279","D3ZEI3_RAT",1.65374439609742,1.96562340003909,1.96765740120187,1.44874528308431,2.1930329266393
"86","ENSRNOT00000000281","Def8",5.77487518075928,5.5541867451366,5.84379590200531,5.72575318285184,5.39489495274496
"87","ENSRNOT00000000304","Rtn4ip1",4.11105308166267,2.7381648836869,4.41420415273466,4.46065699985057,4.30118453689861
"88","ENSRNOT00000000306","Slc25a1",6.81851952809371,7.22292756626847,6.64490399532257,6.6518041862813,6.26061947864522
"89","ENSRNOT00000000308","Dgcr14",2.15324978498528,2.38091500473135,3.91287658326424,3.81221317817496,3.69330623170966
"90","ENSRNOT00000000311","Dgcr2",4.24258881081484,4.08143829066969,4.69767504310888,4.72510159040326,4.24763393230119
"91","ENSRNOT00000000313","Scarf2",0.363772016443789,1.22797997254757,2.1555477531256,1.85416497402059,2.32562452221581
"92","ENSRNOT00000000317","D3ZBQ4_RAT",-0.283036681605794,0.171705668126884,1.14480342407913,1.39577148746088,0.811941568240178
"93","ENSRNOT00000000327","Foxo3",4.18666804370597,4.73673239952379,4.14703509957843,4.22725778764754,3.388317660647
"94","ENSRNOT00000000330","D3ZBP6_RAT",2.47204659103623,2.26629621993341,3.17876945443483,3.55546635082764,2.86927743758742
"95","ENSRNOT00000000331","RGD1311358",0.646846362313983,0.539006745176049,2.43495378694179,2.62624466939255,2.79692441028682
"96","ENSRNOT00000000334","Cd164",9.9551274576222,10.0115349239688,9.46210316162412,9.4287937454466,9.18689105665907
"97","ENSRNOT00000000336","Smpd2",3.02992978647845,3.05927272494664,3.83959024970604,3.86188494587196,3.85124491646876
"98","ENSRNOT00000000337","Mical1",0.730076601461775,1.11681305526874,2.41172498695133,2.00327017740879,2.88552417461987
"99","ENSRNOT00000000343","Fig4",4.49700066645274,4.48583652785437,4.63164857203501,4.7932019368571,4.49950213999028
"100","ENSRNOT00000000345","D3ZBN7_RAT",7.56239832943799,7.52568827623173,7.51650839173338,7.71552767262099,7.42489767523862
"101","ENSRNOT00000000351","Fxc1",-1.92167776613541,-1.53668674215384,0.48034870752832,0.631101450055116,1.24598837075902
"102","ENSRNOT00000000352","Cd24",1.3193838424397,1.05784308286282,3.5854565553357,3.57072202463406,3.16580798825909
"103","ENSRNOT00000000354","Atg5",4.17170992046493,4.26561267101348,5.07156911071841,5.09423317458047,5.10471873289842
"104","ENSRNOT00000000360","Prep",5.38961396935154,5.12213088687927,6.06508630741537,6.08901338575416,5.59471312463317
"105","ENSRNOT00000000365","Hace1",3.78102587462239,3.35704207465999,4.77829311208919,4.60888479388186,4.7418554504967
"106","ENSRNOT00000000382","D3ZBL9_RAT",5.79586582805346,5.80787093605604,6.73738739705694,6.72476394548903,7.08205758874648
"107","ENSRNOT00000000383","Nid2",3.31243582083096,3.05927272494664,3.61994096015514,3.72900001637937,3.388317660647
"108","ENSRNOT00000000426","Dnajc12",4.79636942278916,4.16805257243567,3.35557149101453,3.92867188510889,3.86001821931749
"109","ENSRNOT00000000427","",3.48194276542331,3.35691977434711,3.12759918017229,3.04124085532398,2.94330235088816
"110","ENSRNOT00000000428","D3ZG61_RAT",4.79651424571394,4.73027923867509,5.09541231783321,4.62698288666864,4.94381410712694
"111","ENSRNOT00000000434","Pbld",6.81277941108175,6.56750173754609,6.05331531232109,5.86867641395192,6.29339091292366
"112","ENSRNOT00000000438","Dna2",1.20765825028003,0.79442719975266,2.08792373293328,2.50642464442321,2.07742146182449
"113","ENSRNOT00000000441","Supv3l1",4.1568959281466,4.48023313214862,5.22383071159746,5.09684929456681,5.0524019553724
"114","ENSRNOT00000000443","Srgn",3.0783802019356,3.02888894158409,4.41898199421871,3.84222098182907,4.66858965800654
"115","ENSRNOT00000000444","LOC606294",2.18309646521836,2.6639847046094,4.0377809739845,3.98355567245375,3.797728282308
"116","ENSRNOT00000000446","Ddx50",4.37267831362718,4.5725990423763,5.46701064348121,5.33006074005893,5.57619785837867
"117","ENSRNOT00000000447","Ccar1",4.8219215732565,5.36929599520312,5.91680926087708,6.11294535907303,5.82617707845912
"118","ENSRNOT00000000448","Zufsp",2.75977789197897,2.69120864360389,3.74762894173668,3.71825260908873,3.77313582345838
"119","ENSRNOT00000000462","Dcbld1",2.79885727354141,2.75960252090299,3.19343003057857,3.8222852896131,3.06317777403509
"120","ENSRNOT00000000464","D3ZFM6_RAT",4.67106612206101,4.95443867383968,5.23168549671769,5.43549347953147,5.1378501955901
"121","ENSRNOT00000000467","Nus1",3.80041220085391,4.33257040931842,5.10342549990913,5.04192386948327,4.97374907030469
"122","ENSRNOT00000000470","F1LW92_RAT",-0.138702611529006,1.79629306790018,-0.0287922283261985,1.44249017913916,-0.346813179853464
"123","ENSRNOT00000000471","Asf1a",3.18547849970695,2.88363951875768,4.8514865331452,4.82360362300778,4.81920278059833
"124","ENSRNOT00000000474","F1LW91_RAT",5.82613993897578,5.50053042803156,6.58063924131003,6.73767331070771,6.00665134986495
"125","ENSRNOT00000000475","F1LW90_RAT",1.3193838424397,1.57569330035855,3.10497067343183,3.33781040639367,2.72190582186271
"126","ENSRNOT00000000476","Ng35",0.808765995555713,0.378626443177099,1.38912600166411,1.8929106985119,1.44569785533679
"127","ENSRNOT00000000477","Cfb",10.8688711218225,10.6961899306829,9.10176060580174,9.59808325975958,8.44663942985485
"128","ENSRNOT00000000478","Rdbp",3.67998282257454,3.58297963803621,5.04815576249996,5.08015787470771,5.20480992646725
"129","ENSRNOT00000000481","Skiv2l",5.55282515344248,5.45197568156278,6.48889895451796,6.61171629352321,6.2579998386497
"130","ENSRNOT00000000483","DOM3Z_RAT",2.73983393153225,2.54406576421628,3.86674588722703,3.80207025407244,3.67353512267268
"131","ENSRNOT00000000484","Stk19",1.56585139265684,1.72151055294204,3.74762894173668,3.64069183076894,3.7604463104759
"132","ENSRNOT00000000492","Atf6b",5.20555528577027,5.41144887941746,6.51897321799637,6.45060879514363,6.30112654436505
"133","ENSRNOT00000000494","Fkbpl",1.77629277766647,2.17434685340374,3.69557101796767,3.71825260908873,3.70504013504616
"134","ENSRNOT00000000495","Prrt1",-0.283036681605794,-0.947889694802139,1.99252610792335,1.02914399105263,2.07742146182449
"135","ENSRNOT00000000497","Ppt2",3.72125307285835,3.8923716324617,4.47312841438578,4.34664985293598,4.42459757807373
"136","ENSRNOT00000000500","Agpat1",2.56950368948836,2.47407204890563,4.00148696083947,4.06215460713342,4.2420068237213
"137","ENSRNOT00000000501","Rnf5",5.17245931954318,5.1470997582943,5.74846556411428,5.62540995776352,5.91404122584423
"138","ENSRNOT00000000509","Pbx2",4.40482511355489,4.08926306385576,5.04242121120731,5.02889268142213,5.0714129756153
"139","ENSRNOT00000000510","Gpsm3",0.954332656734819,0.378626443177099,2.41669479421378,1.81434989009191,2.58043503379865
"140","ENSRNOT00000000513","Notch4",2.09163758685322,2.58264828627219,3.46623788055219,3.17443050222069,2.13638496108241
"141","ENSRNOT00000000514","C4b",10.0022394299872,10.2966539236813,8.47230304957805,8.4363338186172,6.64023976246588
"142","ENSRNOT00000000522","RT1-Db1",4.03543300993281,3.1560714797142,3.58512958765818,3.81251636688654,4.15827355870169
"143","ENSRNOT00000000523","RT1-Ba",4.72207371123999,4.06842643532463,5.84891176314843,4.36053957784802,5.81667671953987
"144","ENSRNOT00000000525","RT1-Bb",4.62755351003868,3.91746722314357,5.4127679304838,4.33311827758587,5.20824948596885
"145","ENSRNOT00000000527","Tap2",4.943697268874,4.76926162270151,6.82389934380857,7.09242241206412,6.38133546045447
"146","ENSRNOT00000000528","Psmb8",5.10880548038478,5.15415506238895,7.17199635316921,6.91442971577472,7.14878732484031
"147","ENSRNOT00000000529","Tap1",4.87619041651046,4.55143274481094,7.02203168587546,7.02869527268173,6.5815891374287
"148","ENSRNOT00000000532","Psmb9",4.36651331776482,4.14698770897914,6.63703927330643,6.52495532830418,6.42189525650756
"149","ENSRNOT00000000533","RT1-DMa",1.42307558439973,2.38091500473135,4.7925240099659,3.78156793537995,4.94517522977288
"150","ENSRNOT00000000535","Brd2",6.22779817112361,5.81050800319755,6.65416852356586,6.653130858068,6.37443261483051
"151","ENSRNOT00000000539","D3ZCN2_RAT",3.10886680967647,2.35592038427811,3.31661383599141,3.1896050187891,2.84932525257194
"152","ENSRNOT00000000541","Slc39a7",5.71514808390985,6.45147703893767,7.33668639893816,7.43075184651622,7.31058051345267
"153","ENSRNOT00000000542","Hsd17b8",3.81954147220497,3.90915043612403,4.9356443031831,4.64786151842085,4.97778523833403
"154","ENSRNOT00000000543","Ring1",4.1493559002298,4.22276668250811,4.83782822933291,4.83856754926785,4.72754487002802
"155","ENSRNOT00000000544","F1LNL8_RAT",5.17676788645014,4.66642961986157,6.05361076071478,5.50486114677061,5.29332938218783
"156","ENSRNOT00000000549","Vps52",5.03097327810036,5.18548379153373,6.32639445397782,6.52766630142824,5.9960045739277
"157","ENSRNOT00000000550","B3galt4",2.81800703710712,2.17434685340374,2.17740258283453,1.85416497402059,2.13638496108241
"158","ENSRNOT00000000552","Wdr46",4.11105308166267,4.29476314501597,5.2428699630249,5.10924233834709,5.07518530149566
"159","ENSRNOT00000000553","Pfdn6",4.45480276940742,4.32007775160201,5.75574719335164,5.54598100151528,6.00584123220306
"160","ENSRNOT00000000554","Rgl2",3.58256775225505,3.26879045553454,4.41425016894047,4.45975397372582,4.45386906019023
"161","ENSRNOT00000000558","Zbtb22",3.4043728206778,3.58297963803621,4.49474410591196,4.61347414723019,4.12313717062376
"162","ENSRNOT00000000559","Daxx",3.78102587462239,4.10391219593996,5.13143417350188,5.18492281218962,4.92441320430518
"163","ENSRNOT00000000568","Cuta",4.07154597801865,4.09660622323731,5.15665574314578,4.86803767306309,5.19444177058621
"164","ENSRNOT00000000572","D3ZCL8_RAT",0.600707085721714,-2.54825191510731,-2.54825191510731,-2.54825191510731,2.10720442309182
"165","ENSRNOT00000000574","Zbtb9",1.73658881503571,1.75901612776095,3.21472262397783,3.30944827922806,2.88552417461987
"166","ENSRNOT00000000576","Bak1",1.69576117465455,2.14631523027418,4.35799495194951,4.59661378383673,4.34590229481879
"167","ENSRNOT00000000580","Hmga1",-1.15226596094831,-0.207863784609687,3.09742469595196,1.9674135620761,2.70252540902436
"168","ENSRNOT00000000581","Nudt3",4.84851980353226,5.02925373222731,5.82833856312546,5.70956530348137,5.8906838354549
"169","ENSRNOT00000000582","D3ZCL5_RAT",-2.54825191510731,-0.163681578889546,1.51186378070315,0.430803390306456,0.120876220425768
"170","ENSRNOT00000000586","LOC685273",4.01475134747924,4.16805257243567,5.8140398000575,5.45190229448366,5.89709162801635
"171","ENSRNOT00000000588","D3ZCL2_RAT",0.363772016443789,1.05784308286282,3.22420271450627,3.00225720730179,0.719324033793458
"172","ENSRNOT00000000591","D3ZCK5_RAT",3.39713288500529,3.09211896842691,4.1765254280389,3.36410970849253,3.32483885687828
"173","ENSRNOT00000000595","Znf76",3.84776804668606,3.58297963803621,3.92603930540011,3.95637475289605,3.97755145792324
"174","ENSRNOT00000000597","Def6",-0.653153930340862,-0.747359229404312,0.850495743938196,-0.290644370150631,1.01412260648056
"175","ENSRNOT00000000599","Aip",3.47315122138587,3.48901135343854,4.66339495316634,4.75285504873607,4.7347179041261
"176","ENSRNOT00000000603","Rpl10a",6.93703904291483,6.9514499598756,9.10113724156382,9.02447237351339,9.55214958805604
"177","ENSRNOT00000000607","Tead3",2.47615108608695,2.83178090510641,3.25638761995789,3.53380918825684,3.09325317905466
"178","ENSRNOT00000000612","Srpk1",3.83842041645364,4.32852214922039,5.68652804185302,5.65662120947292,5.52230818512213
"179","ENSRNOT00000000615","D3Z800_RAT",3.48936771233511,3.67336228722816,2.90990261590285,3.0254597388633,2.37542736819331
"180","ENSRNOT00000000617","Mapk14",3.59216577055748,4.40071656093896,4.19753247724727,4.60935020343014,3.54233040539845
"181","ENSRNOT00000000618","MK14_RAT",6.63810314445672,6.86683368796876,6.68465614440754,6.68491401748652,6.55929885643771
"182","ENSRNOT00000000621","Mapk13",-1.15226596094831,-1.95556900709184,0.48034870752832,0.882828157256973,0.88253068324234
"183","ENSRNOT00000000624","Kctd20",1.03445213989199,2.06240094806032,4.13211671040899,4.00414148433762,3.72899192192747
"184","ENSRNOT00000000625","F1LUL1_RAT",-0.0374802736577542,-0.496942208863119,1.17292539404938,1.21798214709185,1.23145743028857
"185","ENSRNOT00000000627","Sfrs3",5.83692907287545,6.04522721700264,6.82398594306548,6.88038057480764,7.0539359069054
"186","ENSRNOT00000000628","Cdkn1a",3.28517283580506,4.58314528538382,4.38162724487271,4.73040636719273,4.22172891997723
"187","ENSRNOT00000000631","RGD735065",6.67096636501535,6.48457073725513,7.12778961659657,6.9847104647319,7.23850055665066
"188","ENSRNOT00000000632","D3ZGM7_RAT",-2.54825191510731,-2.54825191510731,0.955412211033073,-0.217835524949993,1.57920297145887
"189","ENSRNOT00000000635","Mtch1",5.31413701536913,5.39477692762857,6.90222206919489,6.82198376710325,6.96889476461045
"190","ENSRNOT00000000637","Pim1",1.65374439609742,2.4513406297428,2.99850618976619,2.93552873320114,2.39969857395824
"191","ENSRNOT00000000639","LOC689755",2.50006162191202,2.35665453895039,3.11632929203986,2.93552873320114,3.26042733859066
"192","ENSRNOT00000000640","Ftsjd2",6.15376071599146,6.04909296005157,7.24202653833504,7.21710190138081,6.96093431565564
"193","ENSRNOT00000000642","F1LNA5_RAT",1.69576117465455,1.56090423620862,2.45298457594304,2.67151850475258,2.1930329266393
"194","ENSRNOT00000000649","BTBD9_RAT",0.464429057069823,1.38015255418304,2.57325887834891,2.71541470490978,2.32562452221581
"195","ENSRNOT00000000650","Glo1",5.79434377749171,5.73445514970257,6.28899065562189,6.2802245648635,6.77133016882528
"196","ENSRNOT00000000653","Frk",3.8200164692189,3.80541938912704,4.89170233419197,4.78807211536801,4.69849068251408
"197","ENSRNOT00000000657","Nt5dc1",4.9429996588123,4.84533575805399,6.15289098288488,6.03815393252023,6.18584554262657
"198","ENSRNOT00000000658","Tspyl4",2.02727631932213,2.38091500473135,0.955412211033073,0.435010364099043,0.395504783976171
"199","ENSRNOT00000000660","Tspyl1",5.51225163799892,5.6496330528483,5.66201227299617,5.64580085100833,5.67147822131723
"200","ENSRNOT00000000662","RGD1305587",4.29996839126696,3.85821700610435,5.24481189229934,5.0547529753354,5.27208972134789
"201","ENSRNOT00000000663","D3ZGL4_RAT",0.95017275188991,-0.72026876083034,-2.54825191510731,1.21247851506438,-0.24546964232944
"202","ENSRNOT00000000671","Eif4ebp2",6.06267081755731,6.07835404649037,6.42046986960951,6.57793269961071,5.98794259679161
"203","ENSRNOT00000000673","Sar1a",6.88471185483237,7.06908149342007,7.71356708902342,7.69533149686699,7.68406605408029
"204","ENSRNOT00000000674","Ppa1",6.67504181981205,6.7309577690225,7.02747923960805,6.94759023495674,7.23140152819566
"205","ENSRNOT00000000676","Lrrc20",2.87397686850044,2.56157692395207,3.81888273051456,3.65203051650297,3.82460027971015
"206","ENSRNOT00000000681","Prf1",1.65374439609742,1.28050792622407,1.0532134032899,1.68785416865854,1.29856670328221
"207","ENSRNOT00000000682","D3ZGK4_RAT",0.0112522043666525,1.11681305526874,2.08792373293328,2.00327017740879,1.62109357906741
"208","ENSRNOT00000000687","Pcbd1",7.60370258453888,7.56156512594893,7.12358834752441,6.84942905391713,7.26356337683024
"209","ENSRNOT00000000689","Slc29a3",2.09163758685322,2.14631523027418,3.27677740519418,3.32369903852628,3.5047816848884
"210","ENSRNOT00000000696","Psap",9.07565255530076,9.16724903262975,10.6122748429861,10.4055307831037,10.5450281341247
"211","ENSRNOT00000000701","Ascc1",3.75144901007874,3.74127614374648,4.89829731341458,4.94840847783453,5.1522075599811
"212","ENSRNOT00000000702","LOC100364587",2.15324978498528,2.60341631468845,3.36512491804789,3.58262186548742,3.35146269896256
"213","ENSRNOT00000000703","Ddit4",1.61046712673704,3.02888894158409,3.38404405496868,2.73687190320109,3.10805898835203
"214","ENSRNOT00000000707","Marcks",2.21233816780885,2.72211238713903,3.84642722923065,3.211688575989,4.12960937255845
"215","ENSRNOT00000000709","F1LMQ0_RAT",4.67558755027842,4.61438035128351,5.48495435208367,5.58320967363094,5.54116893493171
"216","ENSRNOT00000000710","Ddo",1.77629277766647,1.60276285965352,2.01697339010752,1.59690894388006,1.24598837075902
"217","ENSRNOT00000000713","Cdc2l6",3.64823642044438,3.40408411452579,4.4816291587051,4.59596813085789,4.26200365599033
"218","ENSRNOT00000000715","Amd1",4.78697320462921,5.53933608346131,7.01462991088749,6.86311691666231,7.14106068382879
"219","ENSRNOT00000000716","Gtf3c6",3.53706694359996,3.45250502690043,4.06740226951143,4.21523064044604,4.1942405913775
"220","ENSRNOT00000000717","Bxdc1",2.35026638678835,2.75960252090299,4.57102457488508,4.43463097884093,4.54373597114344
"221","ENSRNOT00000000718","Slc16a10",3.28517283580506,3.24255135565627,2.68427321199555,2.62624466939255,2.72190582186271
"222","ENSRNOT00000000720","RGD1310495",3.51306198316812,2.7878203100693,3.34634029774557,3.06264058338519,2.73264620273528
