"","ensembl_gene_id","external_gene_name","con1_ExpCounts","con2_ExpCounts","mic1_ExpCounts","mic2_ExpCounts","mic3_ExpCounts"
"36","ENSRNOG00000000123","Rnf19b",2.73921981075484,2.71080545954783,4.50863956667767,4.40328422925176,4.3709554700206
"37","ENSRNOG00000000127","Kpna6",5.69713821856484,5.77797599576794,6.34713066072768,6.38888182301518,6.08818382942689
"38","ENSRNOG00000000130","Dnajb5",3.78635907391584,3.92345457095122,3.96330179574792,4.17859412964564,3.94633029509065
"39","ENSRNOG00000000133","Txndc15",5.23878560886821,5.23685716001002,5.58195443723947,5.66795307725469,5.70785575025481
"40","ENSRNOG00000000137","Ly86",1.77274711337365,1.52240147278918,3.24737958254948,2.87530589125543,3.77729203976881
"41","ENSRNOG00000000142","Plxdc2",-0.771168893023986,0.59916385602525,1.68161137676376,1.83502390034535,1.58386060949974
"42","ENSRNOG00000000145","Pik3r3",-0.400636109993282,0.350743642696971,0.668146699986491,1.5108167446593,1.01702966469974
"43","ENSRNOG00000000150","Dnajc1",4.7645319353131,4.73741633744222,5.20035733291328,5.42228534391433,5.31636014788793
"44","ENSRNOG00000000151","Ldlrap1",2.54081666520906,1.96755383190169,3.25680767751916,3.13289145648861,2.97590844017457
"45","ENSRNOG00000000155","Cog3",3.60498513422983,3.71110938272998,4.4601655196026,4.91332968778425,4.50591828426861
"46","ENSRNOG00000000156","LOC100911486",0.347403947620436,0.936746090345215,1.86540390478276,2.03784540902452,1.58386060949974
"47","ENSRNOG00000000157","Atg12",4.83074551397829,5.0153737909679,5.865448871674,5.82942035771305,5.70332330359273
"48","ENSRNOG00000000158","Cdo1",9.26341013161402,9.50481519809424,6.14532709848011,5.84504857931511,6.64131620122785
"49","ENSRNOG00000000161","Chm",3.3856916705633,3.03987791968519,4.49244902020199,4.45142887239485,4.19110305039472
"50","ENSRNOG00000000164","Lamp2",8.08263040679778,7.98322489872565,8.60240879668908,8.54729813449262,8.94564390876968
"51","ENSRNOG00000000165","Pfkfb1",4.90747704595176,5.83383437735168,3.73274860705576,3.91225080835081,3.91562275348835
"52","ENSRNOG00000000166","Apex2",2.54081666520906,2.50290638805949,3.32113355343446,3.78632816638669,3.68015424419196
"53","ENSRNOG00000000167","Alas2",2.7937843720925,3.95351721301383,-0.754316319147314,0.303433963049234,-0.310618376322466
"54","ENSRNOG00000000168","Gatm",4.81807718052749,4.38709404438849,4.19183365069113,4.30208613310654,4.16340215118286
"55","ENSRNOG00000000169","Spata5l1",1.20488615713239,1.84460662721702,2.97752123117771,3.0417971877914,2.83532709366839
"56","ENSRNOG00000000170","Slc30a4",4.9238794107651,5.15788078289156,5.81459725050899,5.89231657638788,5.80305909031231
"57","ENSRNOG00000000172","Sqor",4.72763587937161,5.00482486431557,5.99808790989944,6.55937862237544,7.54998557206588
"58","ENSRNOG00000000175","Mier2",3.05434792240335,2.35308246999937,4.34081008605156,4.40310062889668,3.97416437388022
"59","ENSRNOG00000000177","Plpp2",3.45504875201763,2.87688148669037,5.80765390694234,5.86855482146225,5.65292228344252
"60","ENSRNOG00000000184","Tmprss6",8.54407863895886,8.58585200875022,7.44835931808,7.36464365778875,7.38610595902448
"61","ENSRNOG00000000185","Mpst",6.17948434623907,6.17717347886671,5.79950012542956,5.70642930095595,5.67144384892724
"62","ENSRNOG00000000186","Tst",8.00426183398856,8.09942862063891,7.07434417121552,6.80613157864742,7.13180679802175
"63","ENSRNOG00000000187","Csf2rb",3.05434792240335,2.95326030081625,6.14236720544994,5.8693303281394,5.495744603139
"64","ENSRNOG00000000190","AABR07058539.1",3.02423733156787,2.89248416762599,3.35664316592767,3.33914740425956,2.54558064755814
"65","ENSRNOG00000000195","Vwa5a",2.21292028851136,2.15903661364793,4.69755502341179,4.48939687198986,4.82799662732852
"66","ENSRNOG00000000201","Gsta5",10.1467905555413,9.35279986417599,10.4878026091351,10.4171454224062,10.6175780580532
"67","ENSRNOG00000000204","Syncrip",4.91570153856215,5.07141930001499,6.05745028422256,6.01954713025841,5.87876010559443
"68","ENSRNOG00000000219","Ano10",4.8950517218199,4.83753782443429,5.20035733291328,5.10619550237076,5.14451058462025
"69","ENSRNOG00000000221","Abhd5",6.22652397534068,6.06460820954553,5.82188849802186,6.01148036045541,5.82392148145955
"70","ENSRNOG00000000230","Lmf1",4.46724301959561,4.23022753467971,4.92994620042523,4.9387163282259,4.88826918191774
"71","ENSRNOG00000000231","Kctd17",-0.24585642079228,-0.191244057278546,1.76326220730577,1.26359079038034,1.07375956056377
"72","ENSRNOG00000000236","Zfp207",5.57250490512633,5.32530552953847,6.26891489758625,6.38906724171446,6.39508288036749
"73","ENSRNOG00000000237","RGD1310429",1.91081065271824,1.25908995419734,1.88984808699798,1.93999593509302,1.58386060949974
"74","ENSRNOG00000000239","Ccl7",-2.67127021783305,-2.07788182890816,3.97477360461409,3.51934472196555,4.23454612601256
"75","ENSRNOG00000000244","Coil",1.49390558879162,1.7101974210395,2.52794105161029,2.44696564101221,2.39788138783
"76","ENSRNOG00000000245","Slc16a6",2.25993325805172,1.52240147278918,4.7841152047315,4.88363328575141,4.19033359327168
"77","ENSRNOG00000000246","Amz2",4.42176959040039,4.14153831454527,5.33327358585855,5.38867942400368,5.31636014788793
"78","ENSRNOG00000000247","Mfsd11",2.73921981075484,2.9827144598865,5.39223220916744,5.31574385349614,5.44826018208498
"79","ENSRNOG00000000248","Srsf2",6.51330678972792,6.7850406635764,7.76037032977092,7.61745390652641,7.65756766413723
"80","ENSRNOG00000000249","Mettl23",2.45312768302544,2.48243225490015,2.66015171462784,2.39866929832796,3.31848229100582
"81","ENSRNOG00000000250","Jmjd6",2.47555464402884,2.82903469828094,4.65458400259028,4.69084346139228,4.836136222043
"82","ENSRNOG00000000257","Smpd3",3.63518290336626,3.23044524735422,3.28472782628083,3.51934472196555,3.03424585035882
"83","ENSRNOG00000000258","Prmt7",3.48851571755378,3.57269530517871,5.03211750059472,5.04082554844093,5.18733448748863
"84","ENSRNOG00000000262","Zfp821",1.49390558879162,1.81215996449222,1.81523681150039,1.20862229572543,1.9897461556886
"85","ENSRNOG00000000264","Def8",5.65867438038307,5.43325391529188,5.71650198043611,5.59296541778624,5.27764248466462
"86","ENSRNOG00000000279","Rtn4ip1",4.10679751212342,2.6384394438567,4.38915195797138,4.43954249565047,4.2834693644014
"87","ENSRNOG00000000281","Prodh1",6.68076373646605,6.73536683591681,3.26617455916277,3.07290804631806,3.00537199461934
"88","ENSRNOG00000000283","Ess2",2.03680804846507,2.2599211328392,3.78574888853366,3.67951332957836,3.57600087925057
"89","ENSRNOG00000000288","Scarf2",0.246685782423025,1.10690208933817,2.02840583743333,1.72181041064039,2.20819846885516
"90","ENSRNOG00000000299","Foxo3",4.06303853535455,4.62048599080051,4.00865166112868,4.09574030908149,3.27099433156686
"91","ENSRNOG00000000302","Sesn1",4.17004370748635,4.74603035584206,3.90453320758819,4.07483784570373,4.13142232612491
"92","ENSRNOG00000000303","Cep57l1",0.969819717556725,1.43985781437007,3.1188543146262,3.1478708611958,3.45308672390993
"93","ENSRNOG00000000304","Cd164",9.84305067690901,9.89459053131209,9.34132628613314,9.30487943358069,9.07593150735256
"94","ENSRNOG00000000306","Smpd2",2.89708723519591,2.9383046065263,3.69856338633273,3.7095186695699,3.73394748245763
"95","ENSRNOG00000000307","Mical1",0.613193737272407,0.995722942777895,2.46246599262184,1.87086996483445,2.7681615092556
"96","ENSRNOG00000000308","Zbtb24",2.51938901383321,2.28378149668425,3.34086056561155,3.44994266227207,3.10399916821707
"97","ENSRNOG00000000312","Fig4",4.39260319776757,4.40352174558643,4.53569127819304,4.66555447109176,4.39897700438207
"98","ENSRNOG00000000314","Sec63",7.44624104956987,7.40621562713,7.38923248718127,7.58291876939971,7.30766293538562
"99","ENSRNOG00000000321","Cd24",1.20273688214201,0.875255145266121,3.44960382452738,3.41394811249394,3.03424585035882
"100","ENSRNOG00000000322","Atg5",4.02553068233697,4.14238684175252,5.06603154499718,4.98471541169348,4.99511823512908
"101","ENSRNOG00000000323","Prdm1",-0.574039387774056,0.438390058473229,2.09299429410858,1.09197279177302,1.63074512648856
"102","ENSRNOG00000000327","Hace1",3.6647615254758,3.23608195655963,4.65101316247772,4.54403915351238,4.62458954245693
"103","ENSRNOG00000000340","Rtraf",6.08778023137517,6.15146677591866,7.05051366321854,7.06596112343981,7.40703036649894
"104","ENSRNOG00000000341","Nid2",3.0691707854226,2.80862050926862,3.42036877903723,3.46819383446425,3.04988355251104
"105","ENSRNOG00000000378","AABR07044914.1",6.28340436484318,6.3972788327719,4.50931024562455,4.27471762013084,4.13355872055012
"106","ENSRNOG00000000386","Pbld1",6.75824612283122,6.51998095316983,5.99524621732927,5.79771650940314,6.27169229399979
"107","ENSRNOG00000000387","Slc25a16",5.48876466049798,5.41173240227098,4.78538611115829,5.07580177824629,4.69860573465712
"108","ENSRNOG00000000390","LOC100910755",0.347403947620436,-0.00627430263556727,1.16529368537747,1.48791563601655,0.927519386064487
"109","ENSRNOG00000000392","Supv3l1",4.04065104103109,4.36489534932603,5.09851133555633,4.96822160218188,4.93896557375051
"110","ENSRNOG00000000394","Srgn",2.97785929004266,2.95326030081625,4.31206638987271,3.72918104675546,4.57632375419098
"111","ENSRNOG00000000395","Kif1bp",2.0666600986857,2.54300306400609,3.92832867999631,3.86868133430051,3.70730156988328
"112","ENSRNOG00000000396","Ddx50",4.25676626819367,4.45192207961009,5.37285305076904,5.1972477059472,5.45894816275107
"113","ENSRNOG00000000397","Ccar1",4.77812826162743,5.2722935752734,5.87795148567173,6.05105814491213,5.74751826826853
"114","ENSRNOG00000000398","Zup1",2.64342616781692,2.58201540600643,3.62037689755541,3.59630727388454,3.65555585247357
"115","ENSRNOG00000000407","Dcbld1",2.6825101522701,2.63862449856315,3.06620358671318,3.68958460836941,2.94583059678071
"116","ENSRNOG00000000408","Gopc",4.5039815245042,4.79213521533723,5.1445164473845,5.25522214782407,5.0309092173572
"117","ENSRNOG00000000411","Nus1",5.24058727902255,5.67753632919821,6.15377946451905,6.18512763446321,6.06160752607177
"118","ENSRNOG00000000414","Cep85l",2.25993325805172,3.67547787569997,1.88984808699798,2.21563608128789,1.41848990497885
"119","ENSRNOG00000000415","Asf1a",3.0691707854226,2.76266584656888,4.72420525995144,4.69084346139228,4.70121878915875
"120","ENSRNOG00000000417","Numa1",6.02649993508206,5.68917445731893,6.72892626733631,6.89585599219934,6.251900593243
"121","ENSRNOG00000000418","Zbtb12",1.40322543495173,0.875255145266121,1.93752797039784,2.32305096752519,1.69652801988236
"122","ENSRNOG00000000419","Cfb",3.99068553625306,3.93034907677952,2.31844725883227,0.838251575420764,2.21678833700676
"123","ENSRNOG00000000420","Nelfe",3.80418907232683,3.68446859364699,5.11221047710211,5.14696811977769,5.30751708286867
"124","ENSRNOG00000000421","Skiv2l",5.5386634568834,5.51364546014298,6.48524378557739,6.57032114552487,6.25892054189162
"125","ENSRNOG00000000422","Dxo",2.64342616781692,2.41920653962551,3.75952528052193,3.72918104675546,3.61475038150926
"126","ENSRNOG00000000423","AABR07044388.1",0.246685782423025,0.0504629581958543,2.07327935898852,1.90584692715622,2.04526994381962
"127","ENSRNOG00000000431","Atf6b",5.10740836409061,5.33089915157917,6.42132314125035,6.35625063292817,6.21583811553821
"128","ENSRNOG00000000432","Fkbpl",1.69842221298941,2.1078257098559,3.66354843289067,3.67951332957836,3.68015424419196
"129","ENSRNOG00000000433","Prrt1",-0.400636109993282,-0.845919695902908,1.913884992346,0.897148079834863,2.01893128487889
"130","ENSRNOG00000000435","Ppt2",3.77736075392641,3.89275213288925,4.43172869663686,4.32791382178685,4.42024338277256
"131","ENSRNOG00000000437","Agpat1",2.45312768302544,2.4405911327285,3.94008083757674,3.9877346882715,4.14472318043005
"132","ENSRNOG00000000438","Rnf5",5.07839609185456,5.0367345806958,5.63750464757867,5.51281638269238,5.79890064305559
"133","ENSRNOG00000000440","Pbx2",4.38663931899925,4.02604230535715,5.04865861263279,4.98467451364766,5.05269921319026
"134","ENSRNOG00000000441","Gpsm3",0.837551072960127,0.257426158934025,2.36120800709143,1.76054381572989,2.56549827568648
"135","ENSRNOG00000000442","Notch4",1.97518440739171,2.46166337331891,3.33899760840619,3.0417971877914,2.01893128487889
"136","ENSRNOG00000000443","LOC103689965",10.2311757214525,10.5158768516454,8.71285876851265,8.62466344320675,6.90568638774182
"137","ENSRNOG00000000451","RT1-Ba",4.62101886417369,3.99732396562188,5.74859993123283,4.28869868558093,5.73605216982646
"138","ENSRNOG00000000455","LOC103689996",4.80560645351175,4.63201079796521,6.5313820274984,6.89010311252916,6.03458603921067
"139","ENSRNOG00000000456","Psmb8",5.1322182892159,5.15797761229444,7.17538533069605,6.90128272831623,7.15253035980698
"140","ENSRNOG00000000457","Tap1",4.76907829620766,4.45171145601971,6.9111462520166,6.90239810479916,6.4825609256776
"141","ENSRNOG00000000459","Psmb9",4.26322620692178,4.05406137949174,6.52542666729949,6.41357873599721,6.31645679036393
"142","ENSRNOG00000000461","LOC108348112",5.97508906838174,5.80956955433112,6.46376839042744,6.36805672639568,5.90692050078011
"143","ENSRNOG00000000464","Rxrb",4.12109377711995,4.16786979278872,4.83787198264421,4.79866835976831,4.60739929002241
"144","ENSRNOG00000000465","Slc39a7",6.4630126296912,6.37315375296764,7.25203013920412,7.5341435207837,7.23732734813732
"145","ENSRNOG00000000466","Hsd17b8",3.85639386113469,3.9460600770614,5.20279835351791,4.9219840238647,5.28065793692736
"146","ENSRNOG00000000467","Ring1",4.03311067046154,4.14153831454527,4.72759966726432,4.72551946195035,4.61027859397417
"147","ENSRNOG00000000470","Vps52",5.06237232197527,5.24554003635719,6.28601799258905,6.54696825439885,5.95316417920315
"148","ENSRNOG00000000471","B3galt4",2.72056318245926,2.0808412409254,2.09299429410858,1.76054381572989,2.01893128487889
"149","ENSRNOG00000000473","Pfdn6",4.42753277320913,4.33094341843564,5.72841078695421,5.5214688629285,6.00621101228671
"150","ENSRNOG00000000474","Rgl2",3.56371231734461,3.28419009360916,4.38050959961478,4.42731665185379,4.42646462884207
"151","ENSRNOG00000000476","Zbtb22",3.29503531474323,3.4620245788955,4.36746996733226,4.48072329480187,4.00585149303268
"152","ENSRNOG00000000477","Daxx",3.83061458242938,4.14153831454527,5.13409231205618,5.23194597492377,4.92754488141768
"153","ENSRNOG00000000478","AA926063",3.04297980343746,3.25961480695786,5.28169640504855,5.1725423855195,5.16159016480097
"154","ENSRNOG00000000479","Kifc1",0.969819717556725,0.936746090345215,2.70216620409677,3.69958606790506,2.91511230327468
"155","ENSRNOG00000000480","Phf1",4.23793278888264,4.15453767749201,6.02475325065931,6.0562631702084,5.93143687020999
"156","ENSRNOG00000000481","Cuta",4.50043151555082,4.62982489922623,5.53949825647728,5.32872270630248,5.54673445864192
"157","ENSRNOG00000000483","Syngap1",1.40322543495173,0.875255145266121,2.79530029154545,2.06904068613764,2.0475376987016
"158","ENSRNOG00000000485","Bak1",1.62005926108082,2.0253092354105,4.25129317863075,4.48286762704611,4.24118651645376
"159","ENSRNOG00000000488","Hmga1",-1.60572710668315,-0.329202058046257,2.81521910145974,1.64107694283131,2.3296391716699
"160","ENSRNOG00000000490","Rps10",4.78380072832257,4.66731327386648,5.88392664030025,7.06367849859067,7.20363727220628
"161","ENSRNOG00000000493","Snrpc",4.07777282876392,4.23629313705569,5.99929604268928,5.55223367247133,6.00256293191755
"162","ENSRNOG00000000495","Uhrf1bp1",2.64342616781692,2.77954648425683,4.03628807764399,4.48072329480187,3.92336113146281
"163","ENSRNOG00000000498","Anks1a",3.9067753726219,3.57269530517871,4.41017496744581,4.44549792548295,4.18390544075536
"164","ENSRNOG00000000501","Zfp523",3.73150753366352,3.4620245788955,3.79878090285221,3.82366352307831,3.86025976129731
"165","ENSRNOG00000000502","Def6",-0.24585642079228,-0.652380703452447,1.14512786816249,0.499367121483379,1.23167930533392
"166","ENSRNOG00000000503","Ppard",5.29563513258977,6.02811612462743,4.31220204679575,4.28205793049905,3.76011016878463
"167","ENSRNOG00000000504","Fance",3.43229820233019,3.21141261968791,2.94312888578327,3.26025534172753,3.33040505023611
"168","ENSRNOG00000000505","Rpl10a",6.81708996550798,6.82586707755948,8.97198520751879,8.88991830130256,9.43399697120264
"169","ENSRNOG00000000506","Tead3",3.49390898055841,3.64466770144065,4.76660000218515,4.89150758507046,4.47244626845757
"170","ENSRNOG00000000511","Srpk1",3.72215937678772,4.25482137737202,5.65131454770386,5.6013650383965,5.45625691088144
"171","ENSRNOG00000000512","Slc26a8",4.70944299363614,4.91978379807344,4.20163056626531,4.32145154302754,3.73394748245763
"172","ENSRNOG00000000513","Mapk14",6.68561750886433,6.98409692495909,6.79229605141133,6.85730863548778,6.6079123770405
"173","ENSRNOG00000000515","Mapk13",-1.2710402837695,-2.07788182890816,0.48773564807145,0.825885975466716,0.764765811143898
"174","ENSRNOG00000000517","Kctd20",2.82904695743053,2.76266584656888,4.57458715261312,4.54869428127158,4.17089756043724
"175","ENSRNOG00000000519","Stk38",5.01852213634567,4.94984766758194,5.99949261975066,6.2816467191778,5.76915041753779
"176","ENSRNOG00000000520","Srsf3",6.41380788223708,6.5909940555375,7.22782675242094,7.31228766084239,7.39810287343213
"177","ENSRNOG00000000521","Cdkn1a",4.6360298783387,6.10031755066946,5.82458550643562,6.17983234700663,5.68117543753037
"178","ENSRNOG00000000523","Ppil1",2.15267989042333,2.52309402190211,5.24367599056807,5.06036137623529,5.03851798616225
"179","ENSRNOG00000000524","RGD735065",6.77983043970948,6.61943580581733,7.25168242038278,7.11998579023964,7.32636631653271
"180","ENSRNOG00000000525","Pi16",-2.67127021783305,-2.07788182890816,1.913884992346,1.26359079038034,2.52538418566033
"181","ENSRNOG00000000527","Mtch1",5.28297510912044,5.35671973585104,6.81465200228606,6.75330020691862,6.94135640591537
"182","ENSRNOG00000000528","Fgd2",1.73606324492082,1.9073895363371,3.10847676563378,3.01000062825587,3.37623266700434
"183","ENSRNOG00000000529","Pim1",1.3556543617404,2.18587681708755,2.72951114835942,2.70703228703474,2.13010335836083
"184","ENSRNOG00000000531","Ccdc167",2.38367592472828,2.23565950280759,2.98910725411297,2.80292895358095,3.14296271175359
"185","ENSRNOG00000000532","Cmtr1",6.0528399248222,5.96491456000514,7.14579568597133,7.11066508744203,6.87575783770366
"186","ENSRNOG00000000540","Btbd9",2.51938901383321,2.77954648425683,4.36746996733226,4.36609116455962,4.4746599272458
"187","ENSRNOG00000000541","Glo1",5.67596608367194,5.61116765993801,6.16180626027917,6.14742666201506,6.65294063929849
"188","ENSRNOG00000000543","Frk",4.61092404245026,4.45696784283719,5.69412139214844,5.5410691339947,5.48793827465496
"189","ENSRNOG00000000546","Nt5dc1",4.81377088595827,4.72003245072766,6.00764099779085,5.89233837746471,6.04751402288093
"190","ENSRNOG00000000547","Tspyl4",1.91081065271824,2.2599211328392,0.828484101251182,0.303433963049234,0.277524671621151
"191","ENSRNOG00000000549","Tspyl1",5.3960465842364,5.52870071018901,5.53472006817942,5.51304325318159,5.55422984888942
"192","ENSRNOG00000000551","Fam241b",4.13524976342583,3.63894401272733,5.04596927896272,4.86090826761197,5.1012637135052
"193","ENSRNOG00000000552","Col13a1",2.64342616781692,2.40513462022816,1.86540390478276,2.65740381947468,2.67955327792187
"194","ENSRNOG00000000557","Sar1a",7.66752897154675,7.79021125996285,8.2932593118336,8.23922240481351,8.36210253034363
"195","ENSRNOG00000000560","Lrrc20",2.84636021960201,2.54300306400609,3.81801529331103,3.6693712498716,3.83586656300339
"196","ENSRNOG00000000561","Pald1",6.13073548775078,6.31693859750286,4.51619622950318,4.95992424460201,4.7775728713791
"197","ENSRNOG00000000562","Prf1",1.49390558879162,1.39674463695921,1.33512350602571,1.93999593509302,1.54426087540274
"198","ENSRNOG00000000563","Adamts14",0.766572551709518,1.60047690035461,2.4460755380203,2.44696564101221,2.07558790245014
"199","ENSRNOG00000000565","Sgpl1",7.21864306472012,6.06460820954553,7.49509053009103,7.58681729307435,7.37498929998513
"200","ENSRNOG00000000566","Pcbd1",7.55027251211807,7.51308010018489,7.05353268833527,6.77690845721873,7.21346190647691
"201","ENSRNOG00000000567","Unc5b",1.57922157148728,2.05334241289922,5.53539810250493,5.25257511870309,5.62474564242029
"202","ENSRNOG00000000568","Slc29a3",3.11274693213598,2.9827144598865,4.32328272952371,4.07483784570373,4.51106279389477
"203","ENSRNOG00000000569","Vsir",2.3129544003136,2.84034171807626,4.63664075775005,4.39715159089741,4.76513888129438
"204","ENSRNOG00000000571","Psap",8.98143304864302,9.07180438479964,10.493420943896,10.2863904662295,10.4408465361953
"205","ENSRNOG00000000576","Anapc16",3.03937118059531,3.13476790098404,4.03080298461967,4.06713314099303,3.96893948999312
"206","ENSRNOG00000000579","Marcks",3.73150753366352,4.06098193982258,4.99316258342904,4.64033359972164,5.28834889621116
"207","ENSRNOG00000000581","Cdc40",4.63104354097233,4.6010551726042,5.47546635769518,5.53764431408906,5.46955754510973
"208","ENSRNOG00000000582","Ddo",1.87751357199559,1.84460662721702,2.13450078873247,1.68200833544376,1.58386060949974
"209","ENSRNOG00000000583","Cdk19",3.5319638903284,3.28419009360916,4.35435531752873,4.46321811690819,4.14472318043005
"210","ENSRNOG00000000585","Amd1",4.64099904094184,5.39534370161517,6.94260991000385,6.84499335443873,7.00792768266106
"211","ENSRNOG00000000586","Gtf3c6",3.92318567166655,3.9623412692083,4.53192977789681,4.61888624857461,4.59582426321717
"212","ENSRNOG00000000587","Rpf2",2.25993325805172,2.69309595272825,4.46424068582251,4.34712877306391,4.45877305084421
"213","ENSRNOG00000000588","Slc16a10",3.16887368283898,3.12158835515723,2.55708073517552,2.49369742691942,2.60452710239388
"214","ENSRNOG00000000589","RGD1310495",2.98616192684637,2.41661895640163,2.73045889685864,2.50149343905448,2.27140942675717
"215","ENSRNOG00000000590","Naglt1",0.469526741020087,-0.324865496935267,2.52107190882121,1.57785032617894,2.31606499991611
"216","ENSRNOG00000000593","Rev3l",4.21738714920145,3.97566010229793,4.66877963140247,4.6807809973731,4.41003497965845
"217","ENSRNOG00000000595","Traf3ip2",3.51040335828985,3.08131154301688,3.94592121044803,4.16422088971745,3.64314443036253
"218","ENSRNOG00000000596","Fyn",2.12457267113184,2.79656363533597,4.36799208170066,3.83921818739275,4.34813965519752
"219","ENSRNOG00000000598","Tube1",1.27611923076199,1.35230328211082,1.36994708552234,1.78028157693853,1.67468746268611
"220","ENSRNOG00000000599","Lama4",3.23609428379353,2.81272652140763,3.49850756347467,3.61756298609128,3.28307381272158
"221","ENSRNOG00000000604","Hdac2",5.35432840694923,5.55585146994075,5.44060547450255,5.58016530788806,5.64594708498602
"222","ENSRNOG00000000609","Ipmk",4.83400378242129,4.82132602440667,4.60502509142656,4.46907680814431,4.24668664241043
"223","ENSRNOG00000000610","Cisd1",5.86046912018622,5.83140796464253,5.7781344516315,5.76950808667853,6.1793358384969
"224","ENSRNOG00000000611","Ube2d1",1.9433565488049,2.12377740011702,3.52215606755583,3.76771968295407,3.19631316557406
"225","ENSRNOG00000000613","Tfam",4.86987534829016,4.596870763671,5.60834067668434,5.63786764045426,5.76484985853932
"226","ENSRNOG00000000614","Bicc1",2.72056318245926,2.16032610526344,5.66957155220712,5.0804401303623,5.36035043487353
