"","ensembl_transcript_id","external_transcript_name","con1_ExpCounts","con2_ExpCounts","mic1_ExpCounts","mic2_ExpCounts","mic3_ExpCounts"
"36","ENSRNOT00000000139","Kpna6-201",0.984280173585326,2.48173302437802,2.9177182320034,3.55982638868098,3.42668770092657
"37","ENSRNOT00000000142","Dnajb5-201",3.3748812225005,3.64568592152306,3.81498227790952,3.54313598778301,3.60704312649244
"38","ENSRNOT00000000146","Txndc15-201",5.23938467979965,5.23759735615114,5.58306857809435,5.66911289711882,5.70887381565012
"39","ENSRNOT00000000149","Ly86-201",1.77336030992693,1.5231515799531,3.24849135046676,2.87646159533015,3.7783094072613
"40","ENSRNOT00000000155","Plxdc2-201",-0.770480657264151,0.599923579608109,1.68271734258638,1.8361745220485,1.58487459574898
"41","ENSRNOT00000000157","Pik3r3-201",-0.39996838819912,0.351507189134935,0.669243739632709,1.51196487371756,1.01804156834678
"42","ENSRNOT00000000162","Dnajc1-201",4.76513155325359,4.73815687166298,5.20147129610219,5.4234450349102,5.31737813591134
"43","ENSRNOT00000000163","Ldlrap1-201",2.54142345058802,1.96830109078184,3.2579194647153,3.13404794705831,2.97692510494042
"44","ENSRNOT00000000168","Cog3-201",3.60558716128104,3.71185111482896,4.46127897031106,4.91448903061512,4.506936026905
"45","ENSRNOT00000000169","LOC100911486-201",0.178973234254311,0.937501569360156,1.8665109186465,2.03899732811505,1.58487459574898
"46","ENSRNOT00000000170","Atg12-201",4.83134504433345,5.01611412272138,5.86656311721056,5.83058025108007,5.70434136820711
"47","ENSRNOT00000000172","Cdo1-201",9.2640078834275,9.50555461937883,6.1464414290289,5.84620847936941,6.64233438485762
"48","ENSRNOT00000000174","Chm-201",3.38629441362687,3.04062104591384,4.4935624991671,4.41996433749014,4.1921206538054
"49","ENSRNOT00000000177","Lamp2-201",8.08322826802307,7.98396439938408,8.60352345200543,8.54845855419367,8.94666219603978
"50","ENSRNOT00000000178","Pfkfb1-201",0.953920275227568,0.481881395406132,1.86552447858341,1.23476311577779,1.59925536957296
"51","ENSRNOT00000000180","Alas2-201",2.79438969070406,3.95425858114579,-0.75324900336203,0.304565877730813,-0.309616151288032
"52","ENSRNOT00000000181","Gatm-201",4.81867672733044,4.38783489615384,4.19294684037813,4.30324485803473,4.16441974082598
"53","ENSRNOT00000000184","Slc30a4-201",4.92447882453457,5.15862102501954,5.81571147874982,5.89347649623272,5.80407717155656
"54","ENSRNOT00000000193","Plpp2-201",3.45565125675212,2.87762506114122,5.80876813277394,5.86971473143937,5.65394033920553
"55","ENSRNOT00000000199","Jrk-201",2.45373503991654,2.23640542531235,3.45924145284683,3.10451856259604,3.24754459584416
"56","ENSRNOT00000000200","Tmprss6-201",8.54467644659419,8.58659146782206,7.44947388478397,7.36580395768203,7.38712419505563
"57","ENSRNOT00000000201","Mpst-201",6.18008274392146,6.17791328362862,5.80061434841708,5.7075891390889,5.67246190797897
"58","ENSRNOT00000000203","Csf2rb-201",3.05495197642421,2.95400365892295,6.14348153518324,5.87049023844115,5.49676262922647
"59","ENSRNOT00000000206","AABR07058539.1-201",3.02484152032574,2.8932276969463,3.35775514972324,3.34030443082174,2.5465967392955
"60","ENSRNOT00000000211","LOC108348048-201",5.48994222243127,5.5320344303935,7.75014710952717,7.32201002053415,7.56564406563411
"61","ENSRNOT00000000239","Abhd5-201",6.22712234953365,6.06534804886868,5.8230027287802,6.01264032740753,5.82493956603934
"62","ENSRNOT00000000246","Lmf1-201",4.46784308432824,4.23096855562703,4.93106000602324,4.93987569148593,4.88928705747732
"63","ENSRNOT00000000253","Zfp207-201",5.57310368581105,5.32604567707914,6.27002926073464,6.39022733464835,6.39610103981289
"64","ENSRNOT00000000254","RGD1310429-201",1.91142243188108,1.25984220948491,1.89095523045862,1.9411472510134,1.58487459574898
"65","ENSRNOT00000000256","Ccl7-201",-2.67033453730463,-2.07701234137342,3.97588654459657,3.52050215802014,4.23556375048938
"66","ENSRNOT00000000258","Aatf-201",2.45373503991654,2.8932276969463,4.49754761511414,4.54430975719228,4.55258926681855
"67","ENSRNOT00000000260","AC119015.1-201",0.692550993853643,0.599923579608109,1.3710509385264,1.55670491500692,1.41950336565484
"68","ENSRNOT00000000263","Amz2-201",4.42236973196202,4.14227943960654,5.33438761632897,5.3898390956026,5.31737813591134
"69","ENSRNOT00000000264","Mfsd11-201",2.73982542436096,2.98345773757649,5.39334626755441,5.3169034814103,5.4492781985526
"70","ENSRNOT00000000266","Mettl23-201",2.45373503991654,2.48317714861272,2.66126199570946,2.39982311931603,3.31949930427635
"71","ENSRNOT00000000275","Prmt7-201",2.93459986249852,1.69322931688419,3.07991489514646,4.19575327151849,3.89301511698155
"72","ENSRNOT00000000279","Zfp821-201",1.49452209686785,1.81290811952958,1.816343552413,1.20976753883798,1.99076120311773
"73","ENSRNOT00000000281","Def8-201",5.65927309640764,5.43399400741604,5.71761617354017,5.59412520061454,5.2786604638328
"74","ENSRNOT00000000304","Rtn4ip1-201",4.10739825782294,2.63918377232892,4.39026534425344,4.44070138317231,4.28448701185459
"75","ENSRNOT00000000306","Slc25a1-201",6.7080532397948,7.10611599640696,6.52361279151321,6.5201615005766,6.14770495699021
"76","ENSRNOT00000000308","Ess2-201",2.03741864730828,2.26066694622069,3.78686157825808,3.68067108906674,3.57701810508845
"77","ENSRNOT00000000313","Scarf2-201",0.247328176750984,1.10765577716496,2.02951367540199,1.7229602247813,2.20921397522132
"78","ENSRNOT00000000327","Foxo3-201",4.06363937591339,4.58637730536594,4.00976464260056,4.07245720581304,3.27201130132401
"79","ENSRNOT00000000331","Cep57l1-201",0.970444479039114,1.44060855324974,3.11996580676986,3.14902739332487,3.45410385301255
"80","ENSRNOT00000000334","Cd164-201",9.79545861320711,9.84161354189565,9.25467553074073,9.19900465562342,8.995887895033
"81","ENSRNOT00000000336","Smpd2-201",2.89769202497108,2.93904800609832,3.6996759491041,3.71067648575622,3.73496482109444
"82","ENSRNOT00000000337","Mical1-201",0.613826097143755,0.996477776899279,2.46357562069471,1.87202082930099,2.76917791864784
"83","ENSRNOT00000000343","Fig4-201",4.39320338989699,4.40426258067525,4.5368047940294,4.66671359446719,4.39999470308867
"84","ENSRNOT00000000352","Cd24-201",1.20335760398044,0.87601132533633,3.45071597954757,3.41510531526729,3.03526258046678
"85","ENSRNOT00000000365","Hace1-201",3.66536337550247,3.23682460628931,4.65212677140862,4.54519815468025,4.62560733017749
"86","ENSRNOT00000000383","Nid2-201",3.06977477414084,2.80936428700428,3.34436422511537,3.46935115943069,3.05090029968993
"87","ENSRNOT00000000434","Pbld1-201",6.75884427854144,6.52072066785643,5.9963605043453,5.79887638897957,6.27271043968232
"88","ENSRNOT00000000438","Slc25a16-201",1.22841119885626,0.830705504679343,2.08904042020392,2.45025547041039,2.04798626852645
"89","ENSRNOT00000000441","Supv3l1-201",0.56945808666072,2.34930997686658,1.0343732813271,1.54653687807186,2.87391331777946
"90","ENSRNOT00000000443","Srgn-201",2.01645475844545,1.48247031800206,3.5208425468867,1.62552266074207,3.48331560689173
"91","ENSRNOT00000000444","Kif1bp-201",2.06727043266396,2.54374773097414,3.92944156149232,3.86983943229245,3.70831889034603
"92","ENSRNOT00000000446","Ddx50-201",4.25736670978118,4.45266286665506,5.37396710010567,5.19840725800643,5.43010980412393
"93","ENSRNOT00000000448","Zup1-201",2.64403232708665,2.58275993189362,3.62148933976531,3.59746486983591,3.65657313666931
"94","ENSRNOT00000000462","Dcbld1-201",2.68311608452395,2.63936882640052,3.0673149585975,3.69074238702006,2.94684722681062
"95","ENSRNOT00000000467","Nus1-201",5.2411863481999,5.6782763102217,6.15489379738744,6.18628766345623,6.0626256454355
"96","ENSRNOT00000000471","Asf1a-201",2.46812830249254,2.02095187735867,3.73703337337429,3.70829888603979,3.53153558083988
"97","ENSRNOT00000000474","Numa1-201",5.18122698830615,4.96498225447966,5.23668273722322,5.79131430326232,5.0138706452647
"98","ENSRNOT00000000475","Fam184a-201",1.3070801706345,1.39749572044106,2.8350958630843,3.10451856259604,2.39889724004954
"99","ENSRNOT00000000476","Zbtb12-201",1.40384316537957,0.87601132533633,1.93863536041304,2.32420442834175,1.69754233121634
"100","ENSRNOT00000000477","Cfb-205",10.7883033049807,10.6102249515898,9.05984574167972,9.53488002141952,8.37416025283258
"101","ENSRNOT00000000478","Nelfe-201",1.77914406414714,1.95021555223928,3.19864241943839,3.52905957700139,3.47848787172434
"102","ENSRNOT00000000481","Skiv2l-201",5.53926226403734,5.51438551360906,6.48635819947889,6.57148128817646,6.25993868608122
"103","ENSRNOT00000000483","Dxo-201",2.64403232708665,2.4199516803985,3.76063793286495,3.73033889946126,3.61576763617404
"104","ENSRNOT00000000484","AABR07044388.1-201",0.247328176750984,0.051232096565402,2.07438740795497,1.90699802275645,2.04628511456229
"105","ENSRNOT00000000492","Atf6b-201",5.08309233405458,5.25249364567517,6.36781806723969,6.29337081206559,6.15122095267979
"106","ENSRNOT00000000494","Fkbpl-201",1.69903623063969,2.10857223863968,3.66466094247695,3.68067108906674,3.68117154579022
"107","ENSRNOT00000000495","Prrt1-201",-2.67033453730463,-2.67033453730463,1.36303518546561,0.898289643008785,1.25740982896369
"108","ENSRNOT00000000497","Ppt2-201",-2.67033453730463,-2.67033453730463,4.30538062301386,2.72259201963523,3.07097918043525
"109","ENSRNOT00000000500","Agpat1-201",2.45373503991654,2.32443559528911,3.81861842436045,3.87028259189343,4.08434427830613
"110","ENSRNOT00000000501","Rnf5-201",5.05286093138786,5.01629225489122,5.61129495120455,5.47851802844108,5.79103673077324
"111","ENSRNOT00000000509","Pbx2-201",4.38723952159516,4.02678357595947,5.04231698249758,4.98583391298903,5.04416011268308
"112","ENSRNOT00000000510","Gpsm3-201",0.838178436063202,0.258191320247549,2.36231726438278,1.76169391332021,2.5665143978875
"113","ENSRNOT00000000513","Notch4-201",1.9757955706405,2.4624083469967,3.34010955843589,3.0429534161196,2.01994639771713
"114","ENSRNOT00000000514","LOC103689965-201",8.44056218660531,8.69005956688712,7.08863540556587,7.06134980668736,4.8042745344452
"115","ENSRNOT00000000522","RT1-Db1-201",4.54656684776732,3.20517165719769,3.85603740957457,4.32629734186476,4.59727778415821
"116","ENSRNOT00000000523","RT1-Ba-201",4.60969928923519,3.98516429275498,5.74224345115899,4.2898573938298,5.73707024002525
"117","ENSRNOT00000000525","RT1-Bb-201",4.57005826626202,3.82143758012747,4.22011584258388,3.64754858876166,4.03630480882413
"118","ENSRNOT00000000527","LOC103689996-201",4.80620601664762,4.6327514197583,6.53249645127441,6.89126332901658,6.0356041549025
"119","ENSRNOT00000000528","Psmb8-201",5.07719922282623,5.06862534868488,7.13026533612555,6.85338947439185,7.13001694071843
"120","ENSRNOT00000000529","Tap1-201",4.75874249091777,4.42389317321527,6.89257275265877,6.89704883124082,6.4640147561789
"121","ENSRNOT00000000532","Psmb9-201",4.25723721575623,4.03369873480628,6.52456025832723,6.40389791687346,6.3130162669313
"122","ENSRNOT00000000535","LOC108348112-201",5.76266980831485,5.61075204293714,6.33146469840368,6.20177622790864,5.68904625959352
"123","ENSRNOT00000000541","Slc39a7-201",5.15554138636856,4.71120985268788,5.51506835803504,6.02779575444037,6.13543939846529
"124","ENSRNOT00000000542","Hsd17b8-201",3.63249386784284,3.567322946785,4.49838309272631,4.16956244321387,4.58722222763289
"125","ENSRNOT00000000543","Ring1-201",4.03371157757384,4.14227943960654,4.72871333403346,4.72667864194347,4.5989710934215
"126","ENSRNOT00000000549","Vps52-201",4.96923981973921,5.1019401094136,6.18723001263467,6.371143824779,5.86254178353865
"127","ENSRNOT00000000550","B3galt4-201",2.72116889951634,2.08158790470097,2.09410243372078,1.76169391332021,2.01994639771713
"128","ENSRNOT00000000552","Wdr46-201",3.995407077648,4.17456079291559,5.11612644248682,4.97763090499298,4.95894490552057
"129","ENSRNOT00000000553","Pfdn6-201",2.2595080049515,1.93250461085132,4.03444172884876,3.6328932396287,4.16082116544401
"130","ENSRNOT00000000554","Rgl2-201",2.93799690226484,3.10796085269756,4.13794336444219,4.33312900638034,4.32725963726143
"131","ENSRNOT00000000558","Zbtb22-201",3.2956383871119,3.46276675446833,4.36858333330318,4.48188222809535,4.00686899913947
"132","ENSRNOT00000000559","Daxx-201",3.65684785221708,3.36017721936381,4.19873506998895,4.60983792572838,4.54768765007273
"133","ENSRNOT00000000568","Cuta-201",2.99362289816385,2.89431358797229,4.23092795821264,3.90720304110718,4.26651730924841
"134","ENSRNOT00000000572","Syngap1-201",0.0377497247743313,0.848742866332691,2.7964109702556,1.80795286010035,2.04855287438058
"135","ENSRNOT00000000574","Zbtb9-201",1.41735019415522,1.58632982607386,2.85138053760284,2.74054331662848,2.25877878481789
"136","ENSRNOT00000000576","Bak1-201",1.51242755243225,2.02605618506177,4.2265648122697,4.45607563340625,4.20900907361922
"137","ENSRNOT00000000580","Hmga1-201",-1.60496793019289,-0.328423961003174,2.81632983568792,1.64222614113092,2.33065490466481
"138","ENSRNOT00000000586","Snrpc-201",4.0783736370604,4.2370341511136,6.00041033094044,5.553393434361,6.00358104316783
"139","ENSRNOT00000000595","Zfp523-201",3.7321091945023,3.46130204396764,3.79969996582431,3.82463862241396,3.86111591831991
"140","ENSRNOT00000000597","Def6-201",-0.245195825706333,-0.651592885057466,1.14622988736148,0.500502668085326,1.23269209512105
"141","ENSRNOT00000000599","Aip-201",-1.16939221317409,0.0478901326698729,0.377676402334261,0.787028889486043,-0.21137952279834
"142","ENSRNOT00000000603","Rpl10a-201",6.81768810162437,6.82660672808538,8.97309987917749,8.89107874094663,9.43501526602763
"143","ENSRNOT00000000607","Tead3-201",3.49451135668292,3.64540954444945,4.76771369724838,4.892666910051,4.47346399769263
"144","ENSRNOT00000000612","Srpk1-201",-2.67033453730463,2.03452343689276,2.51622284326413,3.69505152250981,3.44251019774554
"145","ENSRNOT00000000617","Mapk14-201",4.4898880146474,5.23104306109229,5.19829178045461,5.00444493731859,5.06950615175179
"146","ENSRNOT00000000618","Mapk14-202",6.33391354267973,6.4799569066617,6.21653817915778,6.39399235660904,6.00418361234161
"147","ENSRNOT00000000621","Mapk13-201",-1.27031454564462,-2.07701234137342,0.488830331543039,0.827026579049163,0.765776490012114
"148","ENSRNOT00000000624","Kctd20-201",1.48659041767612,2.23909425179148,3.29822961200606,2.32394561997344,2.24771872100775
"149","ENSRNOT00000000627","Srsf3-201",4.70150208415837,5.14098699296801,5.85048103607801,5.86282769639157,5.9028360959918
"150","ENSRNOT00000000628","Cdkn1a-201",4.23735207642321,5.83760158378778,5.49949417508474,5.82412113143556,5.33577399532971
"151","ENSRNOT00000000631","RGD735065-201",4.47074982510786,4.51470261209402,5.43181979202171,5.24059760915868,5.19926941477592
"152","ENSRNOT00000000632","Pi16-201",-2.67033453730463,-2.67033453730463,0.360274258543252,1.07846300273492,0.458148239947545
"153","ENSRNOT00000000635","Mtch1-201",4.62628881994526,4.86281424906404,6.39004753070453,6.31376465895031,6.55438276610233
"154","ENSRNOT00000000637","Pim1-201",1.35627276480971,2.18662296933244,2.7306216381576,2.70818739605287,2.13111870858036
"155","ENSRNOT00000000639","Ccdc167-201",2.38428375957839,2.23640542531235,2.9902184417909,2.80408441019401,3.14397955680175
"156","ENSRNOT00000000640","Cmtr1-201",6.04119368685228,5.94454332339905,7.11589105637693,7.08546346221451,6.84554113514639
"157","ENSRNOT00000000649","Btbd9-201",2.51999593567642,2.78029035154026,4.36858333330318,4.36724996712678,4.47567765737679
"158","ENSRNOT00000000650","Glo1-201",5.6765647871799,5.6119076693099,6.16292059533783,6.14858667816555,6.65395882397112
"159","ENSRNOT00000000653","Frk-201",4.61152387974761,4.45770862496571,5.69523557689571,5.54222889004113,5.48895629918262
"160","ENSRNOT00000000657","Nt5dc1-201",4.81437043838523,4.72077299895422,6.00875528857617,5.89349829731852,6.0485321403381
"161","ENSRNOT00000000658","Tspyl4-201",1.91142243188108,2.26066694622069,0.829583001404516,0.304565877730813,0.278532283143425
"162","ENSRNOT00000000660","Tspyl1-201",5.39664551001894,5.52944075665187,5.53583418950508,5.51420299435919,5.55524788639841
"163","ENSRNOT00000000662","Fam241b-201",4.13585044897323,3.63968586553169,5.04708315580832,4.86206756710334,5.10228164918531
"164","ENSRNOT00000000673","Sar1a-201",6.76912063913046,6.94890257121408,7.587392485052,7.5637352005046,7.5671957236064
"165","ENSRNOT00000000674","Sar1a-202",6.55275137152407,6.60362602212258,6.85618676487468,6.79746878900293,7.09132242647145
"166","ENSRNOT00000000676","Lrrc20-201",2.41850114664275,2.54374773097414,3.60377841762822,3.67052898992736,3.16764502604713
"167","ENSRNOT00000000681","Prf1-201",1.49452209686785,1.39749572044106,1.33622709334485,1.9411472510134,1.54527474122817
"168","ENSRNOT00000000687","Pcbd1-201",7.55087046071257,7.51381964776481,7.05464720438194,6.77806864941952,7.21448013265
"169","ENSRNOT00000000689","Slc29a3-201",3.11335073271814,2.98345773757649,4.3243960531441,4.07599626540866,4.51208053856346
"170","ENSRNOT00000000696","Psap-201",8.9820308190972,9.07254382093381,10.4945356520295,10.2875509520111,10.4418648404417
"171","ENSRNOT00000000702","Anapc16-201",3.03997530128168,3.13551078866935,4.03191599269753,4.06829154948324,3.96995697517381
"172","ENSRNOT00000000707","Marcks-201",3.7321091945023,4.06172316516053,4.99427642855656,4.64149269857198,5.28936687785186
"173","ENSRNOT00000000710","Ddo-201",1.87812568068606,1.84535458707906,2.13560911518255,1.68315785027745,1.58487459574898
"174","ENSRNOT00000000713","Cdk19-201",3.53256614382126,3.28493263606706,4.35546867106521,4.46437703090454,4.14574076063923
"175","ENSRNOT00000000715","Amd1-201",4.64159883343284,5.39608381273037,6.94372440914098,6.84615356147532,7.00894589545115
"176","ENSRNOT00000000716","Gtf3c6-201",3.92378683542721,3.9630826252103,4.53304329056956,4.6200453262293,4.59684204034764
"177","ENSRNOT00000000717","Rpf2-201",2.26054200364622,2.69384009719239,4.46535414013279,4.34828755298741,4.4597907745148
"178","ENSRNOT00000000718","Slc16a10-201",3.16947724932337,3.04607517306595,2.55819068695711,2.4948516745639,2.60554328308298
"179","ENSRNOT00000000720","RGD1310495-201",2.98676629005781,2.4173641075183,2.73156938943987,2.50264772046997,2.27242505346446
"180","ENSRNOT00000000728","Traf3ip2-201",3.51100568086396,3.08205456315357,3.9470341143195,4.16537943524061,3.64416170566433
"181","ENSRNOT00000000733","Fyn-201",1.68716538478497,2.25294756016878,3.29539391115993,2.96360387781767,3.45271324278254
"182","ENSRNOT00000000737","Lama4-201",3.23669758163453,2.8134702866416,3.49961980423852,3.61872062472075,3.28409079368339
"183","ENSRNOT00000000742","Hdac2-201",5.35492736970841,5.55659150395721,5.44171955495711,5.58132508419991,5.64696513949951
"184","ENSRNOT00000000748","Ipmk-201",4.83460330856941,4.82206649334664,4.60613866412276,4.47023572862518,4.24770427266182
"185","ENSRNOT00000000749","Cisd1-201",5.86106769907854,5.83214788474854,5.77924866708986,5.77066795372744,6.18035397307978
"186","ENSRNOT00000000750","Ube2d1-201",1.94396801314128,2.1245238502807,3.52326834875189,3.76887760581093,3.19733006393625
"187","ENSRNOT00000000753","Tfam-201",4.87047482874402,4.5976114161101,5.60945482817354,5.63902744569025,5.76586793354805
"188","ENSRNOT00000000754","Bicc1-201",-2.67033453730463,0.0700250402096639,2.95969098864961,2.81848586139015,2.00250622414161
"189","ENSRNOT00000000772","Hint1-201",6.55099613190638,6.63420624066816,7.519933718242,7.4103583366092,7.94557034969196
"190","ENSRNOT00000000783","Cdk1-201",0.909786458283745,1.99746763075321,3.37084913740133,4.1442072208043,4.04122408585757
"191","ENSRNOT00000000784","Rhobtb1-201",5.63953790178292,5.46130940091315,5.44306333530965,5.30111396971299,5.35674334571972
"192","ENSRNOT00000000785","Cabcoco1-201",-1.27031454564462,-0.651592885057466,0.724693895024991,1.46579285346403,1.23269209512105
"193","ENSRNOT00000000787","Arid5b-201",3.26273258932423,3.41676259183561,4.54776179738404,4.31735453694581,3.66278530038395
"194","ENSRNOT00000000791","Ado-201",1.35627276480971,1.35305473175569,2.61798701944913,2.76648701390834,2.39889724004954
"195","ENSRNOT00000000792","Egr2-201",-0.573362718937902,-0.480978402327984,1.84164528558296,1.51196487371756,1.89948662646581
"196","ENSRNOT00000000794","Nrbf2-201",5.31949029904742,6.01809775507093,4.61720621977834,4.54308731670119,4.4581924216797
"197","ENSRNOT00000000804","Jmjd1c-201",6.13002620964957,6.35456642154426,6.20327673828907,6.3636563723302,5.88961496365503
"198","ENSRNOT00000000812","Nr5a2-201",6.02230572147099,5.40707555319742,5.23405775018878,5.50561378452462,5.20134102052151
"199","ENSRNOT00000000814","Ptprc-201",3.58571731784692,3.67667053496989,5.10903294554873,5.07404025522294,5.78613990446312
"200","ENSRNOT00000000817","Nek7-201",2.5646318624859,2.50892720489832,3.22685805881915,3.55365907473118,3.44369530351254
"201","ENSRNOT00000000824","Hps4-201",3.35008134862476,3.34528017624973,3.27231931779428,3.65404891060653,2.9568424127651
"202","ENSRNOT00000000826","Srrd-201",0.970444479039114,1.10765577716496,1.50408927368756,1.7229602247813,1.89948662646581
"203","ENSRNOT00000000828","Tfip11-201",4.37541629356365,4.56875325661118,5.47241543451007,5.53676759940535,5.18194316360859
"204","ENSRNOT00000000831","Tpst2-201",5.03812623890373,4.9506626100261,4.81107734298883,4.95273826381084,5.0252858570988
"205","ENSRNOT00000000886","Coro1c-201",5.5840637630402,5.26738737236587,6.48304565231084,6.34830939696232,6.43422936527771
"206","ENSRNOT00000000888","Selplg-201",1.20335760398044,1.63873453904901,3.87533890810331,3.34030443082174,3.8368839681384
"207","ENSRNOT00000000889","Tmem119-201",-0.573362718937902,-0.328423961003174,1.06262305923418,0.966197685457618,2.01994639771713
"208","ENSRNOT00000000890","Iscu-201",6.02519845730565,6.16346141761966,6.8320880976082,6.67910209428505,7.16747246722719
"209","ENSRNOT00000000891","Sart3-201",3.44341057796842,3.8621235724857,5.01388537516484,5.03045249203974,4.6160824849132
"210","ENSRNOT00000000893","Cmklr1-201",1.35627276480971,1.25984220948491,3.8318099682963,3.47449035052611,3.63475897175597
"211","ENSRNOT00000000904","Chmp2b-201",4.0710253165526,4.35440747115946,6.14603527955885,6.16312737249327,6.22807637671594
"212","ENSRNOT00000000909","Cggbp1-201",5.18149997374728,4.94007296517765,5.85601688515439,5.84187672765758,5.82976847417933
"213","ENSRNOT00000000911","MGC95208-201",3.59537915354464,3.68521036960445,4.44486219519338,4.23585517122677,4.44910148727563
"214","ENSRNOT00000000955","Clic2-201",2.47616185143026,2.98345773757649,3.99292503415275,4.12880702963615,3.28409079368339
"215","ENSRNOT00000000990","RT1-M3-1-201",1.25615082842211,1.5231515799531,3.38503053081233,2.69803786663882,3.81207120813742
"216","ENSRNOT00000000995","Ubd-201",-0.573362718937902,2.05408921686202,6.86377086750695,7.8813003469567,1.12935523642515
"217","ENSRNOT00000001008","Mog-201",-0.105430320431479,-0.328423961003174,1.816343552413,1.51196487371756,1.54527474122817
"218","ENSRNOT00000001012","Znrd1-201",2.30632120423922,2.05880112728252,3.32941767058024,3.27285431316674,3.80084878312695
"219","ENSRNOT00000001013","Ppp1r11-201",4.47459782725094,4.48787503939147,6.01134973569526,5.85832225917107,6.17137492576631
