"","ensembl_gene_id","external_gene_id","con1_ExpCounts","con2_ExpCounts","mic1_ExpCounts","mic2_ExpCounts","mic3_ExpCounts"
"29","ENSRNOG00000000095","F1LTD0_RAT",5.32299365683278,5.24857964750178,5.66254952357298,5.71112270742051,5.73621457056866
"30","ENSRNOG00000000096","NHRF3_RAT",5.03075990587677,4.94946879122313,4.58598558343445,4.77141905206536,4.77831226911212
"31","ENSRNOG00000000098","Zfp364",3.58141094127818,3.64346935591707,5.82848618908595,5.51411380409147,5.56716483079136
"32","ENSRNOG00000000104","Thoc3",4.13299978709762,4.22184312781388,5.12742802528186,5.28588234000508,5.12232374633425
"33","ENSRNOG00000000105","Cplx2",-0.129558721288143,-1.95664850879031,0.849065813585146,1.09593531129814,0.294526057324469
"34","ENSRNOG00000000108","Aga",4.59900350152565,4.66353148462347,5.87109145397169,5.7002495149676,6.11512440000289
"35","ENSRNOG00000000111","RGD1565675",1.37100413041898,1.17252754987377,2.60440857866957,2.50527124496961,2.84741648570495
"36","ENSRNOG00000000112","Zfp828",4.07850457304938,3.60281820662513,4.19457898857366,4.45950374877558,3.73102786339851
"37","ENSRNOG00000000113","Elac1",2.47499422444055,1.83029030518802,2.36247543583998,2.73380040068338,2.37439879536266
"38","ENSRNOG00000000120","Tceb1",4.26435154773025,4.31915433932125,5.61117995746196,5.67548100401134,6.02729094866706
"39","ENSRNOG00000000121","Pigv",1.99282902026244,2.17341645048824,3.21326989564592,3.89927335473162,3.5037555399823
"40","ENSRNOG00000000122","KAD2_RAT",7.27332122933948,7.22234140561547,7.23522470410011,7.31081898247505,7.11580918411737
"41","ENSRNOG00000000123","Rnf19b",2.83574909975259,2.74005175940051,4.56153842918208,4.45918130431614,4.35700495959274
"42","ENSRNOG00000000127","F1LT58_RAT",3.80377362760713,3.92481228673414,4.59902649953688,4.77665594174584,4.49273844767855
"43","ENSRNOG00000000130","Dnajb5",3.84661124308778,4.02820827727815,4.07754609221032,4.2666165476898,4.03962463400698
"44","ENSRNOG00000000133","Txndc15",5.42323490602182,5.41390844502724,5.75610459208825,5.84795221028516,5.87891603241023
"45","ENSRNOG00000000137","Ly86",1.88808460684947,1.64250673446374,3.37316219406015,3.00676308364934,3.89356178725023
"46","ENSRNOG00000000142","Plxdc2",-0.654311525239004,0.719360015139443,1.80726484931836,1.96626007203321,1.70036212500236
"47","ENSRNOG00000000145","Pik3r3",-0.654311525239004,0.170748103896771,0.73591926966069,0.956686385120026,0.948790365397338
"48","ENSRNOG00000000147","Mast2",4.7461096813892,4.68802870931178,6.5281744811772,6.77762406401843,6.38942342805982
"49","ENSRNOG00000000150","LOC100364233",4.67967048090233,4.67338034655588,5.0876281485435,5.34292213949028,5.21749451074065
"50","ENSRNOG00000000151","Ldlrap1",4.5878988986667,4.50159413588949,5.1356761826385,5.1763737816313,5.01258662755789
"51","ENSRNOG00000000155","Cog3",3.45265823502564,3.50693552384199,4.32744505249276,4.81228651943765,4.35700495959274
"52","ENSRNOG00000000156","Megf6",0.362614840305251,0.719360015139443,1.56378210617557,1.77225120802702,1.34826282353279
"53","ENSRNOG00000000157","Atg12",4.94306347100435,5.13203368097047,5.99122499397848,5.96117356919856,5.81970256353886
"54","ENSRNOG00000000158","Cdo1",9.35624829127832,9.6010417751245,6.23907357768728,5.95201323890352,6.72676501216231
"55","ENSRNOG00000000161","Chm",3.51261002059983,3.18767072526978,4.63414484195912,4.61816711884942,4.34018519135035
"56","ENSRNOG00000000164","Lamp2",8.19715936622738,8.10223679868525,8.72802685215725,8.67912996834852,9.06196696397447
"57","ENSRNOG00000000165","Pfkfb1",5.03893757664578,5.98752950624142,3.85177726731253,4.02650895572075,4.00842019818832
"58","ENSRNOG00000000166","D3ZAQ7_RAT",1.77513585694984,1.96469159121431,2.77161904793208,3.3082949651395,3.13619568203412
"59","ENSRNOG00000000167","F1LVW9_RAT",1.47109735924476,2.20091395335684,-1.70509777474549,-0.394349961208974,-1.95011214471964
"60","ENSRNOG00000000168","Gatm",1.9587522552375,1.83029030518802,1.77898380392303,1.77225120802702,1.66077064468399
"61","ENSRNOG00000000169","Spata5l1",1.3182268644616,1.96469159121431,3.10329029335109,3.173277176887,2.95165658064433
"62","ENSRNOG00000000170","Slc30a4",5.03893757664578,5.27789279179818,5.94035481576795,6.02395707787576,5.91930088033753
"63","ENSRNOG00000000172","Sqrdl",4.18551124776245,4.49049506054107,5.54981815791162,6.09624115776079,7.13698283148817
"64","ENSRNOG00000000175","Mier2",3.16950013527822,2.47269220192524,4.46662769876413,4.52165982680597,4.09035134322585
"65","ENSRNOG00000000177","Ppap2c",3.57016956514557,2.99692499616933,5.93185450205713,5.99988456883044,5.7691448486506
"66","ENSRNOG00000000184","Tmprss6",8.57184508154933,8.62044903155325,7.47379080985667,7.38452256354685,7.40977652901359
"67","ENSRNOG00000000185","Mpst",6.28253573686519,6.29239612137809,5.91236060747168,5.82310911869848,5.77613272002603
"68","ENSRNOG00000000186","Tst",8.11928875364956,8.21911838303149,7.20018801225129,6.93778420246323,7.24801802996923
"69","ENSRNOG00000000187","Csf2rb",2.96153251108318,2.74005175940051,6.08541502130347,5.88051286073324,5.40589428635813
"70","ENSRNOG00000000190","F1LPY5_RAT",5.33964012090212,5.19823565241909,5.80250240880909,6.00420095527128,5.17947588612877
"71","ENSRNOG00000000195","Vwa5a",5.29936112892976,5.33485267603815,7.57943552975668,7.19748069698186,7.37214334627329
"72","ENSRNOG00000000201","Gsta2",10.4622854937476,9.48666907563416,9.50815477423936,9.35467825848256,9.27941438248074
"73","ENSRNOG00000000204","Syncrip",4.82861663104413,5.01510883037886,5.97316198786429,5.9638808178081,5.8125392149223
"74","ENSRNOG00000000216","Klf11",2.92669934551202,2.10578393926672,4.59412459708102,4.11111817499619,3.62145001897443
"75","ENSRNOG00000000217","LOC100365881",3.99757172525585,3.56257903206302,4.33921132809907,4.07588357961139,3.18278325994065
"76","ENSRNOG00000000219","Ano10",4.80483581706486,4.71688665129715,5.06438247939694,4.97458524797866,5.00786088917728
"77","ENSRNOG00000000221","Abhd5",5.2296249575166,5.13552915381551,4.90667707336517,5.09137483570327,4.88094580948294
"78","ENSRNOG00000000230","Lmf1",4.57670815886545,4.34403244062645,5.03777543100708,5.04503104552385,5.00074312963884
"79","ENSRNOG00000000231","Kctd17",-0.129558721288143,-0.070907611423548,1.88892641082644,1.44759166732882,1.24495448599242
"80","ENSRNOG00000000236","Zfp207",5.7410846784983,5.47095419160524,6.42130129975209,6.54522707166383,6.51685282333033
"81","ENSRNOG00000000237","RGD1310429",2.83574909975259,2.70206790933582,2.90845118038779,3.21970134664237,2.53630089406167
"82","ENSRNOG00000000239","Ccl7",-2.54941176135899,-1.95664850879031,4.10058230179012,3.65087722664219,4.35079825690516
"83","ENSRNOG00000000242","Synrg",4.58231437932178,5.18456129994562,4.76607070309744,4.77141905206536,4.53177890628364
"84","ENSRNOG00000000244","Coil",1.08539155100443,1.33025278227264,2.22080029622179,2.07126229865009,1.98316573357285
"85","ENSRNOG00000000245","Slc16a6",2.34910951651559,1.64250673446374,4.84662760828888,4.93353288227957,4.26758283936115
"86","ENSRNOG00000000246","AMZ2_RAT",4.47188213114133,4.20835788132791,5.38991815561374,5.43437306155421,5.30686994523427
"87","ENSRNOG00000000247","D4A9F2_RAT",1.51865480256694,1.86508256179388,4.1176212374718,3.95476409796608,4.00834133516639
"88","ENSRNOG00000000248","Sfrs2",5.49632326775149,5.90025143752044,6.99233054293698,6.83839210903903,6.79883256321544
"89","ENSRNOG00000000249","RGD1306284",2.56834683377012,2.60248823523937,2.78590123424458,2.53004460345151,3.43477632047686
"90","ENSRNOG00000000250","D3ZC32_RAT",1.69460424511543,1.96469159121431,3.87200093222276,3.99135008730042,3.95213373005796
"91","ENSRNOG00000000257","Smpd3",3.76021868495594,3.39234661826077,3.41970044849771,3.68436820462756,3.16478130188553
"92","ENSRNOG00000000258","Prmt7",3.53591013121513,3.60013581096335,5.04075611811609,5.10396990870908,5.20378519672115
"93","ENSRNOG00000000262","D3ZEI3_RAT",1.65258746175596,1.96469159121431,1.96621222090451,1.44759166732882,2.19200375109453
"94","ENSRNOG00000000264","Def8",5.7737184041098,5.55326450619233,5.84233856678258,5.72459996191235,5.39387030067337
"95","ENSRNOG00000000275","D3ZD52_RAT",-0.88239048859298,-1.21347254056981,1.46072403632633,0.206856240737715,0.487923500928552
"96","ENSRNOG00000000279","Rtn4ip1",4.10989628416357,2.73723740241231,4.41274832200341,4.45950374877558,4.30015925925303
"97","ENSRNOG00000000281","Prodh",6.75542513345637,6.82023253666606,3.30537866872456,3.14147646444597,3.04687473516355
"98","ENSRNOG00000000283","Dgcr14",2.1520928996062,2.37998580666762,3.91142174676762,3.81105989781353,3.6922803372346
"99","ENSRNOG00000000288","Scarf2",0.362614840305251,1.22704119717151,2.15410098010878,1.85301146024893,2.32459579230215
"100","ENSRNOG00000000299","Foxo3",4.18551124776245,4.73580949919744,4.14557975564282,4.22610452751007,3.38729134386046
"101","ENSRNOG00000000302","Sesn1",4.27130972108004,4.86604506092028,4.01223163211788,4.16746892371025,4.22749460067087
"102","ENSRNOG00000000303","RGD1311358",0.645689259062239,0.5586088867555,2.4335049978455,2.62509128587741,2.795896970518
"103","ENSRNOG00000000304","Cd164",9.95397069005694,10.0106135131509,9.4606450104488,9.42764054433106,9.18586691631405
"104","ENSRNOG00000000306","Smpd2",3.02877295499101,3.05834646288444,3.83813558970829,3.86073166824832,3.85021920801759
"105","ENSRNOG00000000307","Mical1",0.728919517057752,1.11587288579256,2.58820097826043,2.00211669449885,2.88449693375296
"106","ENSRNOG00000000308","Zbtb24",2.6345993478156,2.40384517282915,3.45864587129321,3.58146857117144,3.22030748501184
"107","ENSRNOG00000000312","Fig4",4.49584387610431,4.48491333710017,4.63019240652497,4.79204869640647,4.49847701352635
"108","ENSRNOG00000000314","Sec63",7.56124155961802,7.52476668367575,7.51505044684783,7.71437446774785,7.42387343966313
"109","ENSRNOG00000000320","Fxc1",-1.92283652761727,-1.5377263939841,0.47892705238107,0.629947516868942,1.24495448599242
"110","ENSRNOG00000000321","Cd24",1.3182268644616,1.05690212908956,3.58400258173808,3.56956872953249,3.16478130188553
"111","ENSRNOG00000000322","Atg5",4.20017003461281,4.3002101217727,5.22263636933107,5.14062600999718,5.15830826491795
"112","ENSRNOG00000000323","Prdm1",-0.457416201912159,0.5586088867555,2.21869615064121,1.22291908409195,1.74874855311129
"113","ENSRNOG00000000325","Prep",5.38845718975909,5.12120834500098,6.06362884587662,6.08786016959437,5.59368854389816
"114","ENSRNOG00000000327","Hace1",3.77986906929288,3.35611672467658,4.77683674767186,4.68057168134469,4.74083048267828
"115","ENSRNOG00000000340","RGD1304704",5.79907301423668,5.8069488370141,6.73592965168859,6.72361073527854,7.08103331694422
"116","ENSRNOG00000000341","Nid2",3.31127900080565,3.05834646288444,3.6184868861775,3.72784673121483,3.38729134386046
"117","ENSRNOG00000000378","B2RYN9_RAT",7.74562877789911,7.83182278586263,7.02270861160058,6.79299375433,6.63017254645827
"118","ENSRNOG00000000379","Dnajc12",4.7952126368095,4.16712893334699,3.35411825155157,3.92751861102091,3.85899252061474
"119","ENSRNOG00000000380","D4A0K3_RAT",3.50081731400449,3.35611672467658,3.12614679391479,3.49603168314244,3.44669834610487
"120","ENSRNOG00000000381","Herc4",5.93795933693256,5.90441797502484,6.14205437448955,6.18275992706934,6.17255683717623
"121","ENSRNOG00000000386","Pbld",6.8116226393642,6.56657993639755,6.05185785702471,5.8675231950377,6.2923665165228
"122","ENSRNOG00000000387","Slc25a16",5.51411911013747,5.4659196678121,4.65650813569846,4.9564228899759,4.56968379012871
"123","ENSRNOG00000000389","Dna2",1.20650125531682,0.7934823232431,2.0864775094155,2.50527124496961,2.07639186284917
"124","ENSRNOG00000000390","Rufy2",1.47109735924476,0.995417810571543,2.33980812705682,2.69269962179849,2.01491519433128
"125","ENSRNOG00000000392","Supv3l1",4.15573913160031,4.47930993431405,5.22237385323979,5.09569606189486,5.05137715551685
"126","ENSRNOG00000000394","Srgn",3.07722337257674,3.02796257542836,4.4175261555763,3.84106770313285,4.66756464500606
"127","ENSRNOG00000000395","LOC606294",2.18193958226245,2.66305690095703,4.03632585658579,3.98240240115123,3.82357454128685
"128","ENSRNOG00000000396","Ddx50",4.37152152118063,4.57167595781604,5.4986864374885,5.32890751234321,5.57517327144105
"129","ENSRNOG00000000397","Ccar1",4.90218349996013,5.38908118113266,6.00684099427257,6.1904728384721,5.86809211826023
"130","ENSRNOG00000000398","Zufsp",2.75862104721852,2.69028096019303,3.74617451628228,3.71709932328339,3.77211002555266
"131","ENSRNOG00000000399","Kpna1",5.36458050528161,5.62353089974452,6.27214357828174,6.35729141122001,6.11419030477837
"132","ENSRNOG00000000407","Dcbld1",2.79770043085811,2.7586751297478,3.1919773839507,3.82113200981446,3.06215089700893
"133","ENSRNOG00000000408","Gopc",4.66990933436236,4.95351598767847,5.23022863094763,5.43434025380657,5.13682543595177
"134","ENSRNOG00000000411","Nus1",3.79925539603554,4.33164701463452,5.10196876037426,5.04077063552278,4.97272423126472
"135","ENSRNOG00000000414","LOC100361627",2.12161567681435,3.61308888203205,1.65996656833583,2.26079336829063,1.13367391380599
"136","ENSRNOG00000000415","Asf1a",3.18432167480715,2.88271262353915,4.8500300767618,4.82245038341176,4.81817785805359
"137","ENSRNOG00000000417","F1LW91_RAT",6.1319761372275,5.80471025363691,6.84189910126352,7.01659424771401,6.3466630495636
"138","ENSRNOG00000000418","Ng35",0.807608927998447,0.377673714935294,1.38768725590856,1.89175719306903,1.44466523542281
"139","ENSRNOG00000000419","Cfb",10.9564323602387,10.777038495028,9.91539183598999,10.1056766160843,9.283153195826
"140","ENSRNOG00000000420","Rdbp",3.67882601446681,3.58205486480326,5.04669908091918,5.07900464164935,5.20378519672115
"141","ENSRNOG00000000421","Skiv2l",5.55166837519324,5.45105337892011,6.48744129902154,6.610563082437,6.25697543490094
"142","ENSRNOG00000000422","DOM3Z_RAT",2.73867708568985,2.54313740304815,3.86529116078127,3.80091697314027,3.6725092034436
"143","ENSRNOG00000000423","Stk19",1.56469444780571,1.72057681980696,3.74617451628228,3.63953854019492,3.75942049757469
"144","ENSRNOG00000000431","Atf6b",5.20439850446904,5.41052655024214,6.51751555078181,6.44945558268463,6.3001021495464
"145","ENSRNOG00000000432","Fkbpl",1.77513585694984,2.17341645048824,3.6941167320639,3.71709932328339,3.70401425510269
"146","ENSRNOG00000000433","Prrt1",-0.284194089174688,-0.948889709409212,1.99108070471909,1.02799023477559,2.07639186284917
"147","ENSRNOG00000000435","Ppt2",3.72009626590892,3.89144751585986,4.47167248789486,4.34549659761726,4.42357239693624
"148","ENSRNOG00000000437","Agpat1",2.56834683377012,2.47314334025669,4.00003192257254,4.06100133963986,4.2409814967877
"149","ENSRNOG00000000438","Rnf5",5.1713025379109,5.14617723650063,5.74700828957028,5.62425673527739,5.91301674045781
"150","ENSRNOG00000000440","Pbx2",4.40366832166832,4.08833929747387,5.04096453576771,5.02773944714866,5.07038818491466
"151","ENSRNOG00000000441","Gpsm3",0.95317561802042,0.377673714935294,2.41524612527939,1.81319636752535,2.57940705339658
"152","ENSRNOG00000000442","Notch4",2.09048069631063,2.58172010955901,3.46478427306876,3.173277176887,2.13535558230083
"153","ENSRNOG00000000443","C4b",10.001082662439,10.2957325199458,8.47084496971605,8.43518061587008,6.63921542929329
"154","ENSRNOG00000000451","RT1-Ba",4.72091692425915,4.06750263410023,5.84745442478139,4.35938632306443,5.81565220728359
"155","ENSRNOG00000000455","Tap2",4.94254048473347,4.76833875646467,6.82244157061108,7.09126920427054,6.3803110815509
"156","ENSRNOG00000000456","Psmb8",5.10764869809402,5.15323254620776,7.17053848343406,6.91327650688776,7.1477630607797
"157","ENSRNOG00000000457","Tap1",4.8750336315505,4.55050963492986,7.02057385489337,7.0275420645121,6.58056479460338
"158","ENSRNOG00000000459","Psmb9",4.36535652520946,4.14606403653576,6.63558156237946,6.52380211649775,6.42087088532124
"159","ENSRNOG00000000460","RT1-DMa",1.42191862105087,2.37998580666762,4.79106762730047,3.7804146532818,4.94415037596021
"160","ENSRNOG00000000461","Brd2",6.67378001918641,6.23868359473947,6.94174720552611,6.97209970695707,6.74339676042588
"161","ENSRNOG00000000464","Rxrb",4.01359454787722,4.02820827727815,4.77612150548678,4.7022595542743,4.52628170012599
"162","ENSRNOG00000000465","Slc39a7",6.55338401338217,6.46555413624782,7.34289829921425,7.63088428089942,7.31718460207143
"163","ENSRNOG00000000466","Hsd17b8",3.81838466788428,3.90822635126535,4.93418774666579,4.64670827362627,4.97676040135728
"164","ENSRNOG00000000467","Ring1",4.14819910352887,4.22184312781388,4.83637178975869,4.83741431008592,4.72651989356383
"165","ENSRNOG00000000470","Vps52",5.02981649496395,5.18456129994562,6.32493686620449,6.52651308964498,5.99498010979664
"166","ENSRNOG00000000471","B3galt4",2.81685019542132,2.17341645048824,2.17595563766654,1.85301146024893,2.13535558230083
"167","ENSRNOG00000000473","Pfdn6",4.45364597836702,4.31915433932125,5.75428991403006,5.54482777772626,6.00481677054272
"168","ENSRNOG00000000474","Rgl2",3.58141094127818,3.26786485457264,4.4127943381329,4.45860072261852,4.45284390075679
"169","ENSRNOG00000000476","Zbtb22",3.403216003924,3.58205486480326,4.49328814526174,4.61232090134223,4.12211173836175
"170","ENSRNOG00000000477","Daxx",3.77986906929288,4.10298845375446,5.12997740543484,5.18376958148414,4.92338833957349
"171","ENSRNOG00000000479","KIFC1_RAT",0.882227438986085,0.719360015139443,2.53845619201839,3.53326869688156,2.7775048094418
"172","ENSRNOG00000000480","Phf1",4.07054874460301,4.08095855863855,5.89944668683995,5.84123713354579,5.72665934343896
"173","ENSRNOG00000000481","Cuta",4.07038917967379,4.09568246901504,5.15519894985548,4.86688443468419,5.19341703630183
"174","ENSRNOG00000000483","Syngap1",1.56469444780571,1.11587288579256,2.892040244907,2.16913800426431,2.10617493646291
"175","ENSRNOG00000000485","Bak1",1.69460424511543,2.14538465015798,4.35653921628365,4.59546053740308,4.34487705309951
"176","ENSRNOG00000000488","Hmga1",-1.15342389803838,-0.208832241401269,3.09597243306809,1.96626007203321,2.70149774345387
"177","ENSRNOG00000000489","Nudt3",4.84736301822518,5.02833111251299,5.82688123747118,5.70841208229959,5.88965934378685
"178","ENSRNOG00000000490","Rps10",6.30417198990851,6.11191717783824,8.34015637350662,8.41132722851042,8.69642976660522
"179","ENSRNOG00000000493","LOC685273",4.01359454787722,4.16712893334699,5.81258248334622,5.45074906905572,5.89606713808172
"180","ENSRNOG00000000495","RGD1307264",2.52242546946774,2.7770611564644,3.95017451510621,4.43347772682649,3.8485462302372
"181","ENSRNOG00000000498","Anks1a",4.0218698185036,3.67890554641863,4.53987570993211,4.57709383319354,4.30015925925303
"182","ENSRNOG00000000501","Znf76",3.84661124308778,3.58205486480326,3.92458443814199,3.95522148022729,3.97652588425803
"183","ENSRNOG00000000502","Def6",-0.654311525239004,-0.531919012602315,0.849065813585146,0.206856240737715,1.01308701579865
"184","ENSRNOG00000000503","Ppard",4.8333261138793,5.39263290619798,3.64010996411702,3.66212749253949,3.06215089700893
"185","ENSRNOG00000000504","Fance",3.524307113677,3.31895351413431,3.03342233095261,3.37818147183183,3.38729134386046
"186","ENSRNOG00000000505","Rpl10a",6.93588227158372,6.95052825916104,9.09967911095158,9.02331917186453,9.55112545661705
"187","ENSRNOG00000000506","Tead3",2.47499422444055,2.83085380771564,3.25493473519545,3.61659026854951,3.0922263593102
"188","ENSRNOG00000000511","Srpk1",3.83726361261769,4.32759874885088,5.68507080893694,5.65546798747944,5.5212835796718
"189","ENSRNOG00000000512","B2GUX9_RAT",4.07054874460301,4.27455788479251,3.6002571515932,3.7596167670116,3.27377555423475
"190","ENSRNOG00000000513","Mapk14",6.79962830579369,7.10410307460352,6.91793626676661,6.98895056869673,6.72399432712149
"191","ENSRNOG00000000515","Mapk13",-1.15342389803838,-1.95664850879031,0.47892705238107,0.88167434154621,0.881493995224603
"192","ENSRNOG00000000517","Kctd20",2.83574909975259,2.83085380771564,4.58659760473575,4.52874509841145,4.1438131385084
"193","ENSRNOG00000000519","F1LUL1_RAT",4.99194422675711,4.92329435992635,6.02652099689184,6.31158468625662,5.80138573494085
"194","ENSRNOG00000000520","Sfrs3",6.07545519064042,6.31621227074492,7.09773643023854,7.19943180295958,7.3309109534905
"195","ENSRNOG00000000521","Cdkn1a",3.28401601476885,4.58222221330183,4.38017146878635,4.72925312491882,4.22070357568406
"196","ENSRNOG00000000523","Ppil1",2.26794451393673,2.64274757087519,5.3623778296764,5.18029162592632,5.14402198149571
"197","ENSRNOG00000000524","RGD735065",6.66980959281413,6.48364891067483,7.12633175786944,6.9900893118533,7.23747630244955
"198","ENSRNOG00000000525","D3ZGM7_RAT",-2.54941176135899,-2.54941176135899,0.953980296181738,-0.218990045972816,1.57817110454196
"199","ENSRNOG00000000527","Mtch1",5.31298023510221,5.39385458732,6.90076427220218,6.8208305575929,6.96787047883269
"200","ENSRNOG00000000528","Fgd2",1.85140884369897,2.02747104615849,3.23425271956717,3.14147646444597,3.49252319888339
"201","ENSRNOG00000000529","Pim1",1.65258746175596,2.45041180456948,2.99705434990882,2.93437538519958,2.39867007573821
"202","ENSRNOG00000000531","LOC689755",2.49890476182074,2.35572520815839,3.11487695155963,2.93437538519958,3.25940081636855
"203","ENSRNOG00000000532","Ftsjd2",6.72660382072726,6.95462296993605,7.48633515889256,7.47141559088838,7.2210500658387
"204","ENSRNOG00000000534","F1LNA5_RAT",1.69460424511543,1.55996904737925,2.4515356696697,2.67036512692346,2.19200375109453
"205","ENSRNOG00000000539","Zfand3",5.60221180925665,5.47343669475963,6.63951928121168,6.6091105641518,6.46894371549275
"206","ENSRNOG00000000540","BTBD9_RAT",0.463271908501534,1.37921552106174,2.57180922681745,2.71426133242588,2.32459579230215
"207","ENSRNOG00000000541","Glo1",5.7931870009711,5.7335330126701,6.28753308454634,6.27907135077582,6.77030585586002
"208","ENSRNOG00000000543","Frk",3.81885966491048,3.80449510197729,4.89024582922941,4.78691887477139,4.69746568823072
"209","ENSRNOG00000000546","Nt5dc1",4.94184287466349,4.84441296860255,6.15143347635453,6.03700071576147,6.184821123327
"210","ENSRNOG00000000547","Tspyl4",2.02611942314488,2.37998580666762,0.953980296181738,0.433856324090462,0.394463041387923
"211","ENSRNOG00000000549","Tspyl1",5.51109485942982,5.64871086944682,5.66055505705708,5.64464762884527,5.67045366546594
"212","ENSRNOG00000000551","RGD1305587",4.29881159750688,3.85729282373479,5.24335501423191,5.05359974168028,5.27106502027158
"213","ENSRNOG00000000552","Col13a1",2.96153251108318,2.61787045776919,2.19748416431823,2.93437538519958,3.1216876289284
"214","ENSRNOG00000000555","Eif4ebp2",6.0615140426466,6.07743207185781,6.41901224170384,6.57677948824919,5.986918130623
"215","ENSRNOG00000000557","Sar1a",6.88355508334257,7.06815981849697,7.71210910856539,7.69417829191765,7.68304184071084
"216","ENSRNOG00000000558","Ppa1",6.67388504762541,6.73003601391528,7.0260214071466,6.94643702628383,7.23037727323651
"217","ENSRNOG00000000560","Lrrc20",2.87282002965528,2.56064864711273,3.81742812203393,3.65087722664219,3.82357454128685
"218","ENSRNOG00000000561","Pald",6.24695653516958,6.43671481751192,4.64201737589769,5.09154127626445,4.89381018468485
"219","ENSRNOG00000000562","Prf1",1.65258746175596,1.27956977312909,1.05177976408154,1.68670061648347,1.29753316867917
"220","ENSRNOG00000000563","Adamts14",0.010094914992833,1.11587288579256,2.0864775094155,2.00211669449885,1.62006193441624
"221","ENSRNOG00000000565","Sgpl1",6.22454566319273,5.12838651864545,6.50887752837174,6.63666102257259,6.33576802077588
"222","ENSRNOG00000000566","Pcbd1",7.60254581479752,7.5606435388267,7.1221304898611,6.84827584459604,7.26253912527573
"223","ENSRNOG00000000567","Unc5b",1.02079767258633,1.37921552106174,4.57369031646693,4.29580163578302,4.52628170012599
"224","ENSRNOG00000000568","Slc29a3",2.09048069631063,2.14538465015798,3.27532444550943,3.32254572556436,3.5037555399823
